idx,artist_id,artist_name,genre_id,genre_name,style_id,style_name,width,height,image_mode,phash,duplicate_group,duplicate_group_size
63482,0,Unknown Artist,6,portrait,22,Rococo,1382,1824,RGB,9d666a851ad9876c,2168,1
44531,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1736,RGB,83a4f8dbad58ac98,2169,1
25450,0,Unknown Artist,2,genre_painting,22,Rococo,1382,1769,RGB,d2dfe66ea900e630,2170,1
25496,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,2529,1382,RGB,8e9b4e49799482e7,2171,1
49370,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1815,RGB,dfa332d672c56a10,2172,1
48950,0,Unknown Artist,2,genre_painting,22,Rococo,1442,1382,RGB,91d67e0935a1f42d,2173,1
30943,0,Unknown Artist,6,portrait,22,Rococo,1382,1948,RGB,c6cf3239393839c6,2174,1
34024,121,el-greco,6,portrait,13,Mannerism_Late_Renaissance,1382,1981,RGB,870c7a72653b966c,2175,1
10920,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,1787,RGB,ede8e317a312a24b,2176,1
32196,61,bartolome-esteban-murillo,7,religious_painting,4,Baroque,1382,1708,RGB,93b39e60684f70a7,2177,1
56995,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1799,RGB,c73a692f1cc3e2e0,2178,1
63196,0,Unknown Artist,6,portrait,17,Northern_Renaissance,1382,1896,RGB,85957e1ae0699ba3,2179,1
56940,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1382,1908,RGB,faaebd96c125c260,2180,1
9582,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,2770,1382,RGB,9efda7a2c0919295,2181,1
64911,103,hans-memling,6,portrait,17,Northern_Renaissance,1382,1705,RGB,90a1264bce4f5dd9,2182,1
52854,87,michelangelo,7,religious_painting,11,High_Renaissance,2405,1382,RGB,92c8277e7929bc61,2183,1
34487,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1542,RGB,ade412995b9f198c,2184,1
45769,0,Unknown Artist,2,genre_painting,4,Baroque,1382,1608,RGB,83c3653092cd6d3f,2185,1
30787,0,Unknown Artist,6,portrait,22,Rococo,1382,1779,RGB,8c8c6d3333393ce3,2186,1
32808,0,Unknown Artist,5,nude_painting,13,Mannerism_Late_Renaissance,1382,2467,RGB,b4bb1f9c06265ad8,2187,1
43315,87,michelangelo,6,portrait,11,High_Renaissance,1382,1777,RGB,e46d33c296c65969,2188,1
56015,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,2109,RGB,b8f8d703ad7e0c09,2189,1
56603,61,bartolome-esteban-murillo,7,religious_painting,4,Baroque,1414,1382,RGB,964c69b3c93836cd,2190,1
45817,0,Unknown Artist,9,still_life,4,Baroque,1382,1527,RGB,99f7648a72996964,2191,1
36961,0,Unknown Artist,7,religious_painting,11,High_Renaissance,2824,1382,RGB,992d1f736cc8255a,2192,1
32485,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1582,RGB,f2cbce481df418a6,2193,1
62269,128,canaletto,8,sketch_and_study,4,Baroque,1925,1382,RGB,c0b1126d975a6d1f,2194,1
49195,58,pietro-perugino,7,religious_painting,8,Early_Renaissance,1382,1436,RGB,fa89b172c626d2b4,2195,1
23665,24,leonardo-da-vinci,6,portrait,11,High_Renaissance,1382,1946,RGB,aa9fe5e89c439047,2196,1
46689,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1735,RGB,d89e9669c6c2b4c9,2197,1
28524,0,Unknown Artist,6,portrait,22,Rococo,1382,1747,RGB,9c69679221dcb999,2198,1
44581,87,michelangelo,8,sketch_and_study,11,High_Renaissance,1382,1382,RGB,ef3c929029cbd991,2199,1
44441,0,Unknown Artist,6,portrait,22,Rococo,1382,1741,RGB,cd116f4e327e6c44,2200,1
27058,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1518,RGB,99b1b3438c3de998,2201,1
30076,69,raphael,7,religious_painting,11,High_Renaissance,1382,1782,RGB,e08eebf0147f1513,2202,1
43296,82,paolo-veronese,7,religious_painting,13,Mannerism_Late_Renaissance,2086,1382,RGB,d1d3103e7b96ca64,2203,1
34969,29,lucas-cranach-the-elder,6,portrait,17,Northern_Renaissance,1382,2325,RGB,c91df806e607e31b,2204,1
51286,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,2797,RGB,bee10a3e61dac4c5,2205,1
56602,69,raphael,7,religious_painting,11,High_Renaissance,1923,1382,RGB,d44e5898946b9cf6,2206,1
72559,0,Unknown Artist,10,Unknown Genre,4,Baroque,1381,1993,RGB,925d2e23d1f66938,2207,1
69871,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1382,3199,RGB,88576cc9b7384739,2208,1
323,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1922,1382,RGB,d322ace51a36a5d9,2209,1
44469,24,leonardo-da-vinci,7,religious_painting,8,Early_Renaissance,1382,2174,RGB,baeefbb084d1e084,2210,1
29359,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1382,1948,RGB,aaa3959acacdc5c4,2211,1
64039,0,Unknown Artist,6,portrait,22,Rococo,1382,1779,RGB,c80e77d1277f1861,2212,1
36093,77,titian,7,religious_painting,11,High_Renaissance,1382,1857,RGB,cc0d3ef2233b33c1,2213,1
27974,87,michelangelo,8,sketch_and_study,11,High_Renaissance,1382,2001,RGB,eab585d2926991e6,2214,1
35431,29,lucas-cranach-the-elder,7,religious_painting,17,Northern_Renaissance,1382,1919,RGB,8d4a365263a67a3d,2215,1
25227,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1976,RGB,92275b474d994d96,2216,1
51421,0,Unknown Artist,6,portrait,22,Rococo,1382,1701,RGB,d89933662e22fe0e,2217,1
56923,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1839,RGB,fba143922c9c66e5,2218,1
46854,114,anthony-van-dyck,6,portrait,4,Baroque,1382,2418,RGB,98ac2516d84ff339,2219,1
32975,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,2001,RGB,eaaab6cba18da944,2220,1
56130,67,tintoretto,7,religious_painting,13,Mannerism_Late_Renaissance,1796,1382,RGB,98ede5d4cae08b07,2221,1
73804,0,Unknown Artist,10,Unknown Genre,22,Rococo,1382,1728,RGB,d0cf6136323c33b9,2222,1
34379,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1706,RGB,d80b8674c5359d1f,2223,1
22663,67,tintoretto,7,religious_painting,13,Mannerism_Late_Renaissance,1382,2288,RGB,e2a2795f4492dba4,2224,1
22404,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1382,1920,RGB,92c145561d59de6b,2225,1
74079,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,1995,RGB,99ccfc919f027562,2226,1
56329,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,2724,RGB,9e4e651097419f1f,2227,1
51721,61,bartolome-esteban-murillo,7,religious_painting,4,Baroque,1382,1990,RGB,f8e487030f3cb978,2228,1
48565,0,Unknown Artist,9,still_life,22,Rococo,1382,1737,RGB,c79b30b60ecc1b8b,2229,1
67866,0,Unknown Artist,10,Unknown Genre,22,Rococo,1920,1382,RGB,8bf0b4869a25ea75,2230,1
23161,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1799,RGB,c89d33a244663ef3,2231,1
30636,125,jacob-jordaens,6,portrait,4,Baroque,1382,1826,RGB,ef8e02393276c5c3,2232,1
47350,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1603,RGB,c25586422f2ecdbd,2233,1
18018,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,1637,RGB,91b596937b9314e8,2234,1
50396,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1382,RGB,8e6d0db2b7c189e1,2235,1
28231,0,Unknown Artist,8,sketch_and_study,22,Rococo,2086,1382,RGB,dfc9276c722e9023,2236,1
17716,20,rembrandt,6,portrait,4,Baroque,1382,1778,RGB,8ecc3c716997c332,2237,1
41661,77,titian,6,portrait,11,High_Renaissance,1382,1794,RGB,a98d89946f6b3661,2238,1
55655,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,2335,RGB,ebe4a4b193c68693,2239,1
79383,0,Unknown Artist,10,Unknown Genre,11,High_Renaissance,1382,1559,RGB,e772631c388c3ae3,2240,1
46330,0,Unknown Artist,2,genre_painting,4,Baroque,1967,1382,RGB,dad1d2cecc2e8631,2241,1
55855,67,tintoretto,7,religious_painting,13,Mannerism_Late_Renaissance,1805,1382,RGB,d5d5161866e4dce4,2242,1
45963,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,2594,1382,RGB,b3722896c76d4ae1,2243,1
78699,0,Unknown Artist,10,Unknown Genre,4,Baroque,1834,1382,RGB,cdaa4d0f50b58adc,2244,1
52661,69,raphael,7,religious_painting,11,High_Renaissance,1382,1411,RGB,c183a2c1ef307b6e,2245,2
57077,67,tintoretto,7,religious_painting,13,Mannerism_Late_Renaissance,1382,2823,RGB,98f26934c3d9e49a,2246,1
22285,0,Unknown Artist,6,portrait,17,Northern_Renaissance,1382,1957,RGB,884e73275a8fec0d,2247,1
76230,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1471,1382,RGB,c8c64e19604f27bf,2248,1
72268,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,2141,RGB,fe6680b457c44a9e,2249,1
26778,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,5185,RGB,bea8f8b7ca2484b4,2250,1
39993,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1763,RGB,8d857230b87372bd,2251,1
41093,58,pietro-perugino,7,religious_painting,11,High_Renaissance,1382,1657,RGB,bef0e92596529592,2252,1
56091,67,tintoretto,7,religious_painting,13,Mannerism_Late_Renaissance,1382,3480,RGB,fbc5ac3ae038b0f0,2253,1
80021,0,Unknown Artist,10,Unknown Genre,22,Rococo,1751,1382,RGB,8c3fea4afb0195b0,2254,1
3203,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,1875,RGB,fb1a84668698b597,2255,1
42084,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1946,RGB,dc09306623d3bbba,2256,1
68001,0,Unknown Artist,10,Unknown Genre,4,Baroque,2144,1382,RGB,91fad087346a6a9d,2257,1
56904,0,Unknown Artist,7,religious_painting,4,Baroque,1570,1382,RGB,ab89e95de146c5e0,2258,1
53748,0,Unknown Artist,2,genre_painting,22,Rococo,1671,1382,RGB,b6ea6b80b567522c,2259,1
65782,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,2477,RGB,e88dd670a3362e33,2260,1
40560,0,Unknown Artist,6,portrait,8,Early_Renaissance,1382,2165,RGB,be7071ce6093d2c6,2261,1
29617,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1667,RGB,ac83c3c09d78b27b,2262,1
60504,0,Unknown Artist,4,landscape,17,Northern_Renaissance,1808,1382,RGB,da9ce74aa91eb031,2263,1
72262,0,Unknown Artist,10,Unknown Genre,22,Rococo,2079,1382,RGB,9aaa257596e93d0a,2264,1
55988,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1995,1382,RGB,b1cd041a5b6d3637,2265,1
71825,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1767,1382,RGB,94cf8fa0961e92dc,2266,1
41103,0,Unknown Artist,6,portrait,22,Rococo,1382,2105,RGB,d9332e0ee4811b5f,2267,1
55624,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1831,RGB,bbeaf0b185c5c984,2268,1
26938,0,Unknown Artist,8,sketch_and_study,8,Early_Renaissance,1381,1983,RGB,b28e45a935e4c771,2269,1
56913,77,titian,7,religious_painting,11,High_Renaissance,1397,1382,RGB,d0d0438f2f3fec60,2270,1
56522,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1842,RGB,95336bc65e8c1879,2271,1
34272,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1796,RGB,a45ba895ca2d79b4,2272,1
11990,20,rembrandt,4,landscape,4,Baroque,2115,1382,RGB,abd8d0064e3b3cf8,2273,1
43517,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1679,1382,RGB,9096561f393df930,2274,1
66179,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,2125,RGB,8f09735a6ce28d96,2275,1
40802,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1609,RGB,f8879fe063700769,2276,1
6696,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,2126,RGB,c00f3f7021b3f387,2277,1
61397,116,frans-hals,9,still_life,4,Baroque,1382,1812,RGB,db102cee309a65db,2278,1
22519,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,2273,RGB,949b6ef3688b8156,2279,1
78511,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1382,2565,RGB,a3524a6dbcb07559,2280,1
51554,77,titian,7,religious_painting,11,High_Renaissance,1382,1762,RGB,c5b6c7686b3c1c15,2281,1
79388,0,Unknown Artist,10,Unknown Genre,11,High_Renaissance,1382,1899,RGB,eec19153d26c9633,2282,1
56300,67,tintoretto,7,religious_painting,13,Mannerism_Late_Renaissance,1786,1382,RGB,9fb2b9a986163c70,2283,1
20137,0,Unknown Artist,6,portrait,22,Rococo,1382,1660,RGB,b559f8e46cb042b6,2284,1
57033,29,lucas-cranach-the-elder,7,religious_painting,17,Northern_Renaissance,2022,1382,RGB,8779249a69cd3b83,2285,1
19882,116,frans-hals,6,portrait,4,Baroque,1979,1382,RGB,94332f7fc4c27c48,2286,1
42497,77,titian,7,religious_painting,13,Mannerism_Late_Renaissance,1382,2031,RGB,de8999b6027be621,2287,1
43172,87,michelangelo,8,sketch_and_study,11,High_Renaissance,1382,1425,RGB,e9c4963b6598867a,2288,1
76556,0,Unknown Artist,10,Unknown Genre,4,Baroque,1982,1382,RGB,d1972cd802ae65dd,2289,1
44321,0,Unknown Artist,2,genre_painting,4,Baroque,1774,1382,RGB,c534623fc8e33ce1,2290,1
40342,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1647,RGB,e79c1803c2972f4f,2291,1
55053,0,Unknown Artist,2,genre_painting,4,Baroque,1382,1535,RGB,c33d3cc3c3271ee0,2292,1
64789,77,titian,6,portrait,11,High_Renaissance,1382,1665,RGB,8867b7384807ce7b,2293,1
3942,20,rembrandt,7,religious_painting,4,Baroque,1382,1725,RGB,c93ee3b1376294c1,2294,1
69796,0,Unknown Artist,10,Unknown Genre,22,Rococo,2098,1382,RGB,8999bae0e0b1b5ce,2295,1
78482,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1382,1728,RGB,a3b4f163f0386b64,2296,1
51010,69,raphael,6,portrait,11,High_Renaissance,1382,1884,RGB,cc9d3b62628e9cc9,2297,1
70215,0,Unknown Artist,10,Unknown Genre,11,High_Renaissance,1382,1843,RGB,cfcd3420ca5333b9,2298,1
69722,0,Unknown Artist,10,Unknown Genre,22,Rococo,2071,1382,RGB,c8c693f13ed02799,2299,1
55794,0,Unknown Artist,7,religious_painting,22,Rococo,1381,1666,RGB,cac0373351f62667,2300,1
32814,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1801,RGB,c70e7e3770c53a60,2301,1
25851,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1641,1382,RGB,bea4c1868f999c4d,2302,1
80042,0,Unknown Artist,10,Unknown Genre,22,Rococo,1382,1567,RGB,daa769e22499654e,2303,1
17688,20,rembrandt,8,sketch_and_study,4,Baroque,1382,1772,RGB,e3b39cc84934c772,2304,1
37853,0,Unknown Artist,8,sketch_and_study,22,Rococo,1382,2017,RGB,cbd22c3f326427c9,2305,1
53063,0,Unknown Artist,7,religious_painting,11,High_Renaissance,2216,1382,RGB,d6f9c72c69498986,2306,1
32165,87,michelangelo,7,religious_painting,11,High_Renaissance,2062,1382,RGB,c98fca2d7938234e,2307,1
41490,0,Unknown Artist,6,portrait,11,High_Renaissance,1382,1821,RGB,caa4649b3371999b,2308,1
21058,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,2034,1382,RGB,ecb3b3c4b528394c,2309,1
55601,0,Unknown Artist,7,religious_painting,4,Baroque,1382,1771,RGB,d0df35682d70332b,2310,1
10581,25,albrecht-durer,8,sketch_and_study,17,Northern_Renaissance,2146,1382,RGB,ee6b953d52261649,2311,1
30572,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1658,RGB,c34e0d4c4d6956f5,2312,1
42421,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1842,RGB,cd3c1a83711a376d,2313,1
80100,0,Unknown Artist,10,Unknown Genre,22,Rococo,1827,1382,RGB,8b66f1cb64599265,2314,1
56413,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1749,RGB,b0ff4b1336ac0b16,2315,1
57028,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,2037,RGB,eb1e90304d6e93cd,2316,1
31568,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1382,2651,RGB,d00e4f1b3e6c6935,2317,1
65592,0,Unknown Artist,6,portrait,22,Rococo,1382,1741,RGB,dc8d2af8614b3f21,2318,1
66053,0,Unknown Artist,6,portrait,8,Early_Renaissance,1382,1673,RGB,efc5905a87c6c43c,2319,1
80107,0,Unknown Artist,10,Unknown Genre,22,Rococo,1638,1382,RGB,8f4d73a8d9322cc5,2320,1
9202,25,albrecht-durer,4,landscape,17,Northern_Renaissance,1382,1756,RGB,f4a1d29319c9875d,2321,2
20987,0,Unknown Artist,6,portrait,17,Northern_Renaissance,1824,1382,RGB,c5378654d93cb4b4,2322,1
70328,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,2000,1382,RGB,f2d28ce4fe619909,2323,1
63803,0,Unknown Artist,6,portrait,11,High_Renaissance,1382,1610,RGB,c5dce2a339c0aadc,2324,1
26484,29,lucas-cranach-the-elder,2,genre_painting,17,Northern_Renaissance,1382,1903,RGB,83e2682d8f6d789a,2325,1
48254,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1710,RGB,9494939f9cca6a6a,2326,1
56832,61,bartolome-esteban-murillo,7,religious_painting,4,Baroque,1382,1648,RGB,8e253cde41b92b63,2327,1
27948,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1808,1382,RGB,957666ad1aca7941,2328,1
32530,128,canaletto,1,cityscape,22,Rococo,1520,1382,RGB,90bc3b6f1c813f43,2329,1
32406,0,Unknown Artist,6,portrait,22,Rococo,1382,1648,RGB,cc1c633b33643a73,2330,1
36726,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,3084,1382,RGB,8f4b46ee68783313,2331,1
53199,0,Unknown Artist,2,genre_painting,8,Early_Renaissance,1382,1648,RGB,9d83a27c0b0eacb7,2332,1
27774,0,Unknown Artist,6,portrait,22,Rococo,1382,1720,RGB,9993666c4d7326cc,2333,1
44826,0,Unknown Artist,9,still_life,22,Rococo,1807,1381,RGB,eef0b1ce9067c238,2334,1
56087,23,hieronymus-bosch,7,religious_painting,17,Northern_Renaissance,1382,1694,RGB,9d570cc6ba24b197,2335,1
72582,0,Unknown Artist,10,Unknown Genre,22,Rococo,1725,1382,RGB,ae09f14ed03b9527,2336,1
22690,0,Unknown Artist,1,cityscape,22,Rococo,2418,1382,RGB,83a35c642b9c6bc7,2337,1
56173,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1381,1623,RGB,bdc6ca71a39d05c4,2338,1
65634,114,anthony-van-dyck,6,portrait,4,Baroque,1715,1382,RGB,b4424bbd681eb2e5,2339,1
78531,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1382,1818,RGB,9e9f76b0f3634014,2340,1
79356,0,Unknown Artist,10,Unknown Genre,11,High_Renaissance,1382,1853,RGB,ac5775878bb0634a,2341,1
37234,0,Unknown Artist,2,genre_painting,4,Baroque,1382,1638,RGB,8878c73ed2c539c5,2342,1
19375,82,paolo-veronese,7,religious_painting,13,Mannerism_Late_Renaissance,2138,1382,RGB,e8de5b608cc35ba8,2343,1
3856,20,rembrandt,4,landscape,4,Baroque,3248,1382,RGB,f28d4b328649bf64,2344,1
55966,0,Unknown Artist,7,religious_painting,4,Baroque,1382,1701,RGB,ca72584f393c479c,2345,1
57154,0,Unknown Artist,7,religious_painting,4,Baroque,2197,1382,RGB,db76696990a8c96a,2346,1
43422,87,michelangelo,8,sketch_and_study,11,High_Renaissance,1382,2027,RGB,e2e687d518ca369a,2347,1
38590,0,Unknown Artist,2,genre_painting,22,Rococo,1382,1746,RGB,c13f3ec631c96896,2348,1
66298,0,Unknown Artist,6,portrait,11,High_Renaissance,1382,1902,RGB,ccd973730c2c3633,2349,1
76163,0,Unknown Artist,10,Unknown Genre,4,Baroque,1935,1382,RGB,f50d0f4b4c6ac2da,2350,1
51423,0,Unknown Artist,2,genre_painting,22,Rococo,1700,1382,RGB,849b6fd52a98a56a,2351,1
28346,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1617,1382,RGB,8e84a359696777b0,2352,1
33922,114,anthony-van-dyck,7,religious_painting,4,Baroque,1382,1717,RGB,85c63b706b82c5db,2353,1
35096,0,Unknown Artist,9,still_life,4,Baroque,2064,1382,RGB,d69929ed70c0df12,2354,1
58809,0,Unknown Artist,4,landscape,22,Rococo,1705,1382,RGB,d3ec0633754d12b3,2355,1
19437,87,michelangelo,7,religious_painting,11,High_Renaissance,1382,1720,RGB,ebc216e909531c7e,2356,1
20368,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1595,RGB,f02f5e1880f9cf1c,2357,1
24553,82,paolo-veronese,6,portrait,13,Mannerism_Late_Renaissance,1382,2511,RGB,aab384a6938bd1d3,2358,1
42877,0,Unknown Artist,6,portrait,8,Early_Renaissance,1382,2458,RGB,9f3a654c39216f46,2359,1
74223,0,Unknown Artist,10,Unknown Genre,4,Baroque,1812,1382,RGB,97ed38f4730025d9,2360,1
80091,0,Unknown Artist,10,Unknown Genre,22,Rococo,1870,1382,RGB,cd397281671ec9c9,2361,1
80031,0,Unknown Artist,10,Unknown Genre,22,Rococo,1382,2037,RGB,c59c1b6b3e392564,2362,1
44118,67,tintoretto,7,religious_painting,13,Mannerism_Late_Renaissance,1824,1382,RGB,95535b292627717a,2363,1
70032,0,Unknown Artist,10,Unknown Genre,22,Rococo,2215,1382,RGB,89317164736cf399,2364,1
29079,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1651,RGB,cbcae078b41b1765,2365,1
54954,125,jacob-jordaens,2,genre_painting,4,Baroque,1550,1382,RGB,d2da6d6cb43c8a89,2366,1
56179,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1794,RGB,c2ddec63323225cd,2367,1
31142,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1816,RGB,d1e60d5af80c63e3,2368,1
20076,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1657,RGB,c77a19b59a2049b7,2369,1
56159,69,raphael,7,religious_painting,11,High_Renaissance,1382,1626,RGB,c5b416e23b0979e9,2370,1
50534,0,Unknown Artist,2,genre_painting,22,Rococo,1726,1382,RGB,d1e64cb1c265cb1e,2371,1
51420,0,Unknown Artist,6,portrait,22,Rococo,1382,1723,RGB,c4997670877b6c70,953,2
30013,0,Unknown Artist,6,portrait,22,Rococo,1578,1382,RGB,8cd848b773733472,2372,1
62401,87,michelangelo,8,sketch_and_study,11,High_Renaissance,1382,1955,RGB,94e6cc0dc9d327c9,2373,1
12388,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,1771,RGB,ad515452d336e92d,2374,1
47702,0,Unknown Artist,2,genre_painting,22,Rococo,1842,1382,RGB,f7ff404293e40d61,2375,1
2501,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,2549,RGB,f0e5a393935949b4,2376,1
26451,0,Unknown Artist,7,religious_painting,4,Baroque,1951,1382,RGB,9563479f33945839,2377,1
48891,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1674,1382,RGB,d0bb2ed750f421aa,2378,1
64505,0,Unknown Artist,6,portrait,22,Rococo,1382,1784,RGB,988f607037726f69,2379,1
30240,0,Unknown Artist,2,genre_painting,11,High_Renaissance,1405,1382,RGB,ea91b01e16cf89d6,2380,1
78500,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,2167,1382,RGB,c9ad9548bc6fa1c8,2381,1
62477,0,Unknown Artist,8,sketch_and_study,8,Early_Renaissance,1382,1822,RGB,e699d9c62768315a,2382,1
41235,0,Unknown Artist,8,sketch_and_study,17,Northern_Renaissance,1382,1807,RGB,fcd8c866432f1363,2383,1
77280,0,Unknown Artist,10,Unknown Genre,11,High_Renaissance,1382,1807,RGB,ad989be2e529ca85,2384,1
22389,0,Unknown Artist,2,genre_painting,4,Baroque,2441,1382,RGB,94b65e49649c527b,2385,1
48285,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1762,1382,RGB,8d92376d7a744385,2386,1
74948,0,Unknown Artist,10,Unknown Genre,22,Rococo,1850,1382,RGB,87911c7cd2a3c3ce,2387,1
65305,0,Unknown Artist,6,portrait,22,Rococo,1382,1734,RGB,8c8f3073656526f6,2388,1
39421,77,titian,6,portrait,11,High_Renaissance,1382,1668,RGB,980df26793348bec,2389,1
46299,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1389,1382,RGB,bbfba1848748962d,2390,1
11206,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,1794,RGB,eca5935ae156a459,2391,1
41712,69,raphael,6,portrait,11,High_Renaissance,1382,1961,RGB,ede08712d37ba056,2392,1
64466,83,joshua-reynolds,6,portrait,22,Rococo,1435,1382,RGB,ce3335c56bcc3c48,2393,1
56981,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1727,RGB,f3f00de9a0cfd094,2394,1
34719,67,tintoretto,8,sketch_and_study,13,Mannerism_Late_Renaissance,1916,1382,RGB,eec3a5cb943872a4,2395,1
50688,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1764,RGB,86587b6e5136e41b,2396,1
56533,0,Unknown Artist,7,religious_painting,11,High_Renaissance,2215,1382,RGB,9832476b6899e9d9,2397,1
43941,0,Unknown Artist,6,portrait,22,Rococo,1382,1938,RGB,c64f78346f393036,2398,1
81130,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,2125,1382,RGB,96369dcfe34804e3,2399,1
31805,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1382,2204,RGB,82d3c6d26d0c1b5f,2400,1
50385,0,Unknown Artist,2,genre_painting,8,Early_Renaissance,1382,1392,RGB,aae1f596948d9239,2401,1
69572,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1381,1741,RGB,bc1fc7e0e0cc3c83,2402,1
62982,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1767,RGB,cc8c7c333333b323,2403,1
40818,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1458,1382,RGB,c1f47a23d17b8a45,2404,1
17960,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,1788,RGB,97cc87868d932d72,2405,1
30839,0,Unknown Artist,6,portrait,22,Rococo,1382,1675,RGB,8c4c33a37332e997,2406,1
43204,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,2593,RGB,b4619f8796cc3c64,2407,1
