idx,artist_id,artist_name,genre_id,genre_name,style_id,style_name,width,height,image_mode
13732,4,claude-monet,9,still_life,12,Impressionism,2078,1382,RGB
13733,4,claude-monet,4,landscape,12,Impressionism,1770,1382,RGB
13734,4,claude-monet,10,Unknown Genre,12,Impressionism,1382,1497,RGB
13735,4,claude-monet,6,portrait,12,Impressionism,1382,1716,RGB
13736,4,claude-monet,4,landscape,12,Impressionism,1821,1382,RGB
13737,4,claude-monet,4,landscape,12,Impressionism,2005,1382,RGB
13738,4,claude-monet,4,landscape,12,Impressionism,1850,1382,RGB
13739,4,claude-monet,4,landscape,12,Impressionism,1751,1382,RGB
13740,4,claude-monet,4,landscape,12,Impressionism,1898,1382,RGB
13741,4,claude-monet,4,landscape,12,Impressionism,1705,1382,RGB
13742,4,claude-monet,4,landscape,12,Impressionism,2010,1382,RGB
13743,4,claude-monet,4,landscape,12,Impressionism,1382,2595,RGB
13744,3,childe-hassam,1,cityscape,12,Impressionism,1643,1382,RGB
13745,3,childe-hassam,1,cityscape,12,Impressionism,1382,1791,RGB
13746,3,childe-hassam,2,genre_painting,12,Impressionism,1842,1382,RGB
13747,3,childe-hassam,6,portrait,12,Impressionism,1382,1658,RGB
13748,3,childe-hassam,4,landscape,12,Impressionism,1522,1382,RGB
13749,3,childe-hassam,1,cityscape,12,Impressionism,1641,1382,RGB
13750,3,childe-hassam,4,landscape,12,Impressionism,2071,1382,RGB
13751,3,childe-hassam,10,Unknown Genre,12,Impressionism,1779,1382,RGB
13752,3,childe-hassam,4,landscape,12,Impressionism,1382,1923,RGB
13753,3,childe-hassam,4,landscape,12,Impressionism,1646,1382,RGB
13754,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1412,RGB
13755,3,childe-hassam,1,cityscape,12,Impressionism,1382,1995,RGB
13756,3,childe-hassam,2,genre_painting,12,Impressionism,1669,1382,RGB
13757,3,childe-hassam,4,landscape,12,Impressionism,1796,1382,RGB
13758,3,childe-hassam,2,genre_painting,12,Impressionism,1382,2017,RGB
13759,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1850,RGB
13760,3,childe-hassam,6,portrait,12,Impressionism,1382,1767,RGB
13761,3,childe-hassam,4,landscape,12,Impressionism,2093,1382,RGB
13762,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1690,RGB
13763,3,childe-hassam,6,portrait,12,Impressionism,1382,2166,RGB
13764,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1402,RGB
13765,3,childe-hassam,2,genre_painting,12,Impressionism,2152,1382,RGB
13766,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1808,RGB
13767,3,childe-hassam,4,landscape,12,Impressionism,1946,1382,RGB
13768,3,childe-hassam,1,cityscape,12,Impressionism,1382,1706,RGB
13769,3,childe-hassam,4,landscape,12,Impressionism,1612,1382,RGB
13770,3,childe-hassam,1,cityscape,12,Impressionism,1382,1804,RGB
13771,3,childe-hassam,4,landscape,12,Impressionism,1625,1382,RGB
13772,3,childe-hassam,2,genre_painting,12,Impressionism,1495,1382,RGB
13773,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1946,RGB
13774,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1865,RGB
13775,3,childe-hassam,4,landscape,12,Impressionism,1649,1382,RGB
13776,3,childe-hassam,4,landscape,12,Impressionism,1722,1382,RGB
13777,3,childe-hassam,4,landscape,12,Impressionism,1946,1382,RGB
13778,3,childe-hassam,2,genre_painting,12,Impressionism,2456,1382,RGB
13779,3,childe-hassam,1,cityscape,12,Impressionism,1382,1747,RGB
13780,3,childe-hassam,1,cityscape,12,Impressionism,2625,1382,RGB
13781,3,childe-hassam,2,genre_painting,12,Impressionism,1788,1382,RGB
13782,3,childe-hassam,1,cityscape,12,Impressionism,2377,1382,RGB
13783,3,childe-hassam,4,landscape,12,Impressionism,2224,1382,RGB
13784,3,childe-hassam,4,landscape,12,Impressionism,1967,1382,RGB
13785,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1716,RGB
13786,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1698,RGB
13787,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1781,RGB
13788,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1932,RGB
13789,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1822,RGB
13790,3,childe-hassam,1,cityscape,12,Impressionism,1739,1382,RGB
13791,3,childe-hassam,5,nude_painting,12,Impressionism,5328,1382,RGB
13792,3,childe-hassam,4,landscape,12,Impressionism,1654,1382,RGB
13793,3,childe-hassam,6,portrait,12,Impressionism,1382,1700,RGB
13794,3,childe-hassam,2,genre_painting,12,Impressionism,1685,1382,RGB
13795,3,childe-hassam,5,nude_painting,12,Impressionism,1382,1701,RGB
13796,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1772,RGB
13797,3,childe-hassam,4,landscape,12,Impressionism,1771,1382,RGB
13798,3,childe-hassam,5,nude_painting,12,Impressionism,1382,1847,RGB
13799,3,childe-hassam,6,portrait,12,Impressionism,1382,2176,RGB
13800,3,childe-hassam,4,landscape,12,Impressionism,1867,1382,RGB
13801,3,childe-hassam,2,genre_painting,12,Impressionism,1869,1382,RGB
13802,3,childe-hassam,4,landscape,12,Impressionism,1382,1695,RGB
13803,3,childe-hassam,10,Unknown Genre,12,Impressionism,2135,1382,RGB
13804,3,childe-hassam,4,landscape,12,Impressionism,1954,1382,RGB
13805,3,childe-hassam,1,cityscape,12,Impressionism,1382,1911,RGB
13806,3,childe-hassam,4,landscape,12,Impressionism,1616,1382,RGB
13807,3,childe-hassam,10,Unknown Genre,12,Impressionism,1634,1382,RGB
13808,3,childe-hassam,1,cityscape,12,Impressionism,1382,1752,RGB
13809,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1972,RGB
13810,3,childe-hassam,1,cityscape,12,Impressionism,1382,1801,RGB
13811,3,childe-hassam,10,Unknown Genre,12,Impressionism,1444,1382,RGB
13812,3,childe-hassam,4,landscape,12,Impressionism,1715,1382,RGB
13813,3,childe-hassam,1,cityscape,12,Impressionism,2061,1382,RGB
13814,3,childe-hassam,4,landscape,12,Impressionism,2717,1382,RGB
13815,3,childe-hassam,1,cityscape,12,Impressionism,1382,1612,RGB
13816,3,childe-hassam,4,landscape,12,Impressionism,1666,1381,RGB
13817,3,childe-hassam,4,landscape,12,Impressionism,1954,1382,RGB
13818,3,childe-hassam,2,genre_painting,12,Impressionism,2715,1382,RGB
13819,3,childe-hassam,4,landscape,12,Impressionism,1724,1382,RGB
13820,3,childe-hassam,1,cityscape,12,Impressionism,1382,1457,RGB
13821,3,childe-hassam,1,cityscape,12,Impressionism,1968,1382,RGB
13822,3,childe-hassam,4,landscape,12,Impressionism,1396,1382,RGB
13823,3,childe-hassam,4,landscape,12,Impressionism,1992,1382,RGB
13824,3,childe-hassam,4,landscape,12,Impressionism,1646,1382,RGB
13825,3,childe-hassam,4,landscape,12,Impressionism,2230,1382,RGB
13826,3,childe-hassam,9,still_life,12,Impressionism,2045,1382,RGB
13827,3,childe-hassam,4,landscape,12,Impressionism,1833,1382,RGB
13828,3,childe-hassam,1,cityscape,12,Impressionism,1972,1382,RGB
13829,3,childe-hassam,10,Unknown Genre,12,Impressionism,1958,1382,RGB
13830,3,childe-hassam,4,landscape,12,Impressionism,1758,1382,RGB
13831,3,childe-hassam,10,Unknown Genre,12,Impressionism,1952,1382,RGB
13832,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1604,RGB
13833,3,childe-hassam,5,nude_painting,12,Impressionism,4262,1382,RGB
13834,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1645,RGB
13835,3,childe-hassam,1,cityscape,12,Impressionism,2056,1382,RGB
13836,3,childe-hassam,2,genre_painting,12,Impressionism,1382,2265,RGB
13837,3,childe-hassam,1,cityscape,12,Impressionism,1485,1382,RGB
13838,3,childe-hassam,4,landscape,12,Impressionism,1382,1913,RGB
13839,3,childe-hassam,2,genre_painting,12,Impressionism,1382,2400,RGB
13840,3,childe-hassam,1,cityscape,12,Impressionism,1978,1382,RGB
13841,3,childe-hassam,1,cityscape,12,Impressionism,2107,1382,RGB
13842,3,childe-hassam,1,cityscape,12,Impressionism,1382,1681,RGB
13843,3,childe-hassam,10,Unknown Genre,12,Impressionism,1382,1951,RGB
13844,3,childe-hassam,4,landscape,12,Impressionism,1823,1382,RGB
13845,3,childe-hassam,1,cityscape,12,Impressionism,1382,1624,RGB
13846,3,childe-hassam,1,cityscape,12,Impressionism,1382,1497,RGB
13847,3,childe-hassam,10,Unknown Genre,12,Impressionism,1972,1382,RGB
13848,3,childe-hassam,1,cityscape,12,Impressionism,1382,1663,RGB
13849,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1557,RGB
13850,3,childe-hassam,4,landscape,12,Impressionism,1382,2002,RGB
13851,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1603,RGB
13852,3,childe-hassam,1,cityscape,12,Impressionism,1765,1382,RGB
13853,3,childe-hassam,10,Unknown Genre,12,Impressionism,1407,1382,RGB
13854,3,childe-hassam,10,Unknown Genre,12,Impressionism,1382,1943,RGB
13855,3,childe-hassam,10,Unknown Genre,12,Impressionism,1638,1382,RGB
13856,3,childe-hassam,2,genre_painting,12,Impressionism,1382,2284,RGB
13857,3,childe-hassam,2,genre_painting,12,Impressionism,1735,1382,RGB
13858,3,childe-hassam,4,landscape,12,Impressionism,2078,1382,RGB
13859,3,childe-hassam,4,landscape,12,Impressionism,1382,1478,RGB
13860,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1643,RGB
13861,3,childe-hassam,1,cityscape,12,Impressionism,1972,1382,RGB
13862,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1632,RGB
13863,3,childe-hassam,1,cityscape,12,Impressionism,1382,1797,RGB
13864,3,childe-hassam,10,Unknown Genre,12,Impressionism,2192,1382,RGB
13865,3,childe-hassam,4,landscape,12,Impressionism,2081,1382,RGB
13866,3,childe-hassam,2,genre_painting,12,Impressionism,1854,1382,RGB
13867,3,childe-hassam,4,landscape,12,Impressionism,1926,1382,RGB
13868,3,childe-hassam,4,landscape,12,Impressionism,1941,1382,RGB
13869,3,childe-hassam,1,cityscape,12,Impressionism,1381,2008,RGB
13870,3,childe-hassam,1,cityscape,12,Impressionism,1382,1659,RGB
13871,3,childe-hassam,4,landscape,12,Impressionism,1908,1382,RGB
13872,3,childe-hassam,4,landscape,12,Impressionism,1486,1382,RGB
13873,3,childe-hassam,4,landscape,12,Impressionism,1657,1382,RGB
13874,3,childe-hassam,1,cityscape,12,Impressionism,1382,1921,RGB
13875,3,childe-hassam,2,genre_painting,12,Impressionism,1741,1382,RGB
13876,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1697,RGB
13877,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1756,RGB
13878,3,childe-hassam,1,cityscape,12,Impressionism,1382,1697,RGB
13879,3,childe-hassam,2,genre_painting,12,Impressionism,1828,1382,RGB
13880,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1643,RGB
13881,3,childe-hassam,2,genre_painting,12,Impressionism,1382,2050,RGB
13882,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1471,RGB
13883,3,childe-hassam,4,landscape,12,Impressionism,1641,1382,RGB
13884,3,childe-hassam,1,cityscape,12,Impressionism,1382,1979,RGB
13885,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1943,RGB
13886,3,childe-hassam,5,nude_painting,12,Impressionism,1593,1382,RGB
13887,3,childe-hassam,4,landscape,12,Impressionism,1633,1382,RGB
13888,3,childe-hassam,1,cityscape,12,Impressionism,1382,1492,RGB
13889,3,childe-hassam,4,landscape,12,Impressionism,1646,1382,RGB
13890,3,childe-hassam,2,genre_painting,12,Impressionism,1382,2332,RGB
13891,3,childe-hassam,10,Unknown Genre,12,Impressionism,2082,1382,RGB
13892,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1641,RGB
13893,3,childe-hassam,6,portrait,12,Impressionism,1974,1382,RGB
13894,3,childe-hassam,5,nude_painting,12,Impressionism,1382,2049,RGB
13895,3,childe-hassam,4,landscape,12,Impressionism,1558,1382,RGB
13896,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1658,RGB
13897,3,childe-hassam,10,Unknown Genre,12,Impressionism,1381,1742,RGB
13898,3,childe-hassam,4,landscape,12,Impressionism,2083,1382,RGB
13899,3,childe-hassam,4,landscape,12,Impressionism,1852,1382,RGB
13900,3,childe-hassam,2,genre_painting,12,Impressionism,1939,1382,RGB
13901,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1615,RGB
13902,3,childe-hassam,4,landscape,12,Impressionism,1933,1381,RGB
13903,3,childe-hassam,4,landscape,12,Impressionism,1908,1382,RGB
13904,3,childe-hassam,2,genre_painting,12,Impressionism,1832,1382,RGB
13905,3,childe-hassam,4,landscape,12,Impressionism,1628,1382,RGB
13906,3,childe-hassam,1,cityscape,12,Impressionism,1429,1382,RGB
13907,3,childe-hassam,2,genre_painting,12,Impressionism,1382,1692,RGB
13908,3,childe-hassam,6,portrait,12,Impressionism,1382,1675,RGB
13909,6,eugene-boudin,2,genre_painting,12,Impressionism,2268,1382,RGB
13910,6,eugene-boudin,4,landscape,12,Impressionism,1988,1382,RGB
13911,6,eugene-boudin,2,genre_painting,12,Impressionism,2241,1382,RGB
13912,6,eugene-boudin,2,genre_painting,12,Impressionism,2151,1382,RGB
13913,6,eugene-boudin,4,landscape,21,Realism,2026,1382,RGB
13914,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1922,1382,RGB
13915,6,eugene-boudin,2,genre_painting,12,Impressionism,2484,1381,RGB
13916,6,eugene-boudin,4,landscape,12,Impressionism,2262,1382,RGB
13917,6,eugene-boudin,4,landscape,12,Impressionism,2060,1382,RGB
13918,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1382,1783,RGB
13919,6,eugene-boudin,2,genre_painting,12,Impressionism,1382,1747,RGB
13920,6,eugene-boudin,1,cityscape,12,Impressionism,1798,1382,RGB
13921,6,eugene-boudin,4,landscape,12,Impressionism,2295,1382,RGB
13922,6,eugene-boudin,4,landscape,12,Impressionism,1382,1783,RGB
13923,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1813,1382,RGB
13924,6,eugene-boudin,10,Unknown Genre,12,Impressionism,2316,1381,RGB
13925,6,eugene-boudin,10,Unknown Genre,12,Impressionism,2020,1382,RGB
13926,6,eugene-boudin,2,genre_painting,12,Impressionism,2283,1382,RGB
13927,6,eugene-boudin,10,Unknown Genre,21,Realism,1792,1382,RGB
13928,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1727,1382,RGB
13929,6,eugene-boudin,4,landscape,12,Impressionism,1689,1382,RGB
13930,6,eugene-boudin,10,Unknown Genre,21,Realism,1382,1789,RGB
13931,6,eugene-boudin,10,Unknown Genre,12,Impressionism,2245,1381,RGB
13932,6,eugene-boudin,2,genre_painting,12,Impressionism,3062,1382,RGB
13933,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1914,1382,RGB
13934,6,eugene-boudin,2,genre_painting,21,Realism,2586,1382,RGB
13935,6,eugene-boudin,1,cityscape,12,Impressionism,1937,1382,RGB
13936,6,eugene-boudin,1,cityscape,12,Impressionism,2054,1382,RGB
13937,6,eugene-boudin,2,genre_painting,12,Impressionism,1979,1382,RGB
13938,6,eugene-boudin,4,landscape,21,Realism,2319,1382,RGB
13939,6,eugene-boudin,10,Unknown Genre,12,Impressionism,2091,1382,RGB
13940,6,eugene-boudin,4,landscape,12,Impressionism,1990,1382,RGB
13941,6,eugene-boudin,1,cityscape,21,Realism,2321,1382,RGB
13942,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1900,1382,RGB
13943,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1381,1803,RGB
13944,6,eugene-boudin,4,landscape,21,Realism,2292,1381,RGB
13945,6,eugene-boudin,4,landscape,12,Impressionism,2263,1382,RGB
13946,6,eugene-boudin,2,genre_painting,12,Impressionism,2308,1382,RGB
13947,6,eugene-boudin,8,sketch_and_study,12,Impressionism,1960,1382,RGB
13948,6,eugene-boudin,2,genre_painting,21,Realism,2053,1382,RGB
13949,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1382,1700,RGB
13950,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1382,1890,RGB
13951,6,eugene-boudin,2,genre_painting,12,Impressionism,3068,1382,RGB
13952,6,eugene-boudin,10,Unknown Genre,12,Impressionism,2050,1382,RGB
13953,6,eugene-boudin,2,genre_painting,12,Impressionism,2086,1381,RGB
13954,6,eugene-boudin,2,genre_painting,12,Impressionism,2521,1382,RGB
13955,6,eugene-boudin,2,genre_painting,12,Impressionism,3502,1382,RGB
13956,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1382,1786,RGB
13957,6,eugene-boudin,1,cityscape,12,Impressionism,1382,1837,RGB
13958,6,eugene-boudin,2,genre_painting,12,Impressionism,2425,1382,RGB
13959,6,eugene-boudin,4,landscape,21,Realism,2097,1382,RGB
13960,6,eugene-boudin,10,Unknown Genre,12,Impressionism,2205,1382,RGB
13961,6,eugene-boudin,1,cityscape,12,Impressionism,2353,1382,RGB
13962,6,eugene-boudin,4,landscape,12,Impressionism,1962,1382,RGB
13963,6,eugene-boudin,1,cityscape,12,Impressionism,1691,1382,RGB
13964,6,eugene-boudin,4,landscape,12,Impressionism,2709,1382,RGB
13965,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1935,1382,RGB
13966,6,eugene-boudin,4,landscape,12,Impressionism,2315,1382,RGB
13967,6,eugene-boudin,2,genre_painting,12,Impressionism,2120,1382,RGB
13968,6,eugene-boudin,2,genre_painting,12,Impressionism,2013,1382,RGB
13969,6,eugene-boudin,2,genre_painting,12,Impressionism,2440,1382,RGB
13970,6,eugene-boudin,4,landscape,12,Impressionism,1996,1382,RGB
13971,6,eugene-boudin,4,landscape,12,Impressionism,1382,1755,RGB
13972,6,eugene-boudin,4,landscape,12,Impressionism,2381,1382,RGB
13973,6,eugene-boudin,8,sketch_and_study,12,Impressionism,1956,1382,RGB
13974,6,eugene-boudin,2,genre_painting,12,Impressionism,2268,1382,RGB
13975,6,eugene-boudin,1,cityscape,12,Impressionism,2245,1382,RGB
13976,6,eugene-boudin,4,landscape,12,Impressionism,2295,1382,RGB
13977,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1922,1382,RGB
13978,6,eugene-boudin,2,genre_painting,12,Impressionism,2049,1382,RGB
13979,6,eugene-boudin,4,landscape,12,Impressionism,2258,1382,RGB
13980,6,eugene-boudin,4,landscape,21,Realism,2341,1382,RGB
13981,6,eugene-boudin,4,landscape,12,Impressionism,2312,1382,RGB
13982,6,eugene-boudin,2,genre_painting,12,Impressionism,2023,1382,RGB
13983,6,eugene-boudin,10,Unknown Genre,12,Impressionism,2130,1382,RGB
13984,6,eugene-boudin,4,landscape,12,Impressionism,2089,1382,RGB
13985,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1766,1382,RGB
13986,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1382,1714,RGB
13987,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1978,1382,RGB
13988,6,eugene-boudin,2,genre_painting,21,Realism,1877,1382,RGB
13989,6,eugene-boudin,10,Unknown Genre,12,Impressionism,3522,1382,RGB
13990,6,eugene-boudin,4,landscape,12,Impressionism,2305,1382,RGB
13991,6,eugene-boudin,2,genre_painting,12,Impressionism,2289,1382,RGB
13992,6,eugene-boudin,10,Unknown Genre,12,Impressionism,2544,1382,RGB
13993,6,eugene-boudin,1,cityscape,12,Impressionism,1989,1382,RGB
13994,6,eugene-boudin,1,cityscape,12,Impressionism,2044,1382,RGB
13995,6,eugene-boudin,4,landscape,12,Impressionism,1871,1382,RGB
13996,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1382,1846,RGB
13997,6,eugene-boudin,2,genre_painting,12,Impressionism,2273,1382,RGB
13998,6,eugene-boudin,8,sketch_and_study,21,Realism,1690,1382,RGB
13999,6,eugene-boudin,4,landscape,12,Impressionism,2303,1382,RGB
14000,6,eugene-boudin,1,cityscape,12,Impressionism,1892,1382,RGB
14001,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1901,1382,RGB
14002,6,eugene-boudin,4,landscape,12,Impressionism,2277,1382,RGB
14003,6,eugene-boudin,1,cityscape,12,Impressionism,1914,1382,RGB
14004,6,eugene-boudin,2,genre_painting,12,Impressionism,2198,1382,RGB
14005,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1832,1382,RGB
14006,6,eugene-boudin,4,landscape,12,Impressionism,1742,1382,RGB
14007,6,eugene-boudin,10,Unknown Genre,12,Impressionism,2026,1382,RGB
14008,6,eugene-boudin,8,sketch_and_study,12,Impressionism,2632,1382,RGB
14009,6,eugene-boudin,2,genre_painting,12,Impressionism,2364,1382,RGB
14010,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1791,1382,RGB
14011,6,eugene-boudin,2,genre_painting,12,Impressionism,2073,1382,RGB
14012,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1884,1382,RGB
14013,6,eugene-boudin,4,landscape,12,Impressionism,2032,1382,RGB
14014,6,eugene-boudin,2,genre_painting,12,Impressionism,2458,1382,RGB
14015,6,eugene-boudin,2,genre_painting,12,Impressionism,1382,1774,RGB
14016,6,eugene-boudin,4,landscape,12,Impressionism,1686,1382,RGB
14017,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1818,1382,RGB
14018,6,eugene-boudin,4,landscape,12,Impressionism,1712,1382,RGB
14019,6,eugene-boudin,10,Unknown Genre,12,Impressionism,2423,1382,RGB
14020,6,eugene-boudin,4,landscape,12,Impressionism,1921,1382,RGB
14021,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1766,1382,RGB
14022,6,eugene-boudin,2,genre_painting,12,Impressionism,2333,1381,RGB
14023,6,eugene-boudin,2,genre_painting,12,Impressionism,2139,1382,RGB
14024,6,eugene-boudin,4,landscape,12,Impressionism,1911,1382,RGB
14025,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1947,1382,RGB
14026,6,eugene-boudin,10,Unknown Genre,12,Impressionism,2039,1382,RGB
14027,6,eugene-boudin,4,landscape,12,Impressionism,1965,1382,RGB
14028,6,eugene-boudin,1,cityscape,12,Impressionism,1775,1382,RGB
14029,6,eugene-boudin,2,genre_painting,12,Impressionism,1941,1382,RGB
14030,6,eugene-boudin,2,genre_painting,12,Impressionism,2110,1382,RGB
14031,6,eugene-boudin,4,landscape,12,Impressionism,2173,1382,RGB
14032,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1821,1382,RGB
14033,6,eugene-boudin,4,landscape,12,Impressionism,2026,1382,RGB
14034,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1902,1382,RGB
14035,6,eugene-boudin,2,genre_painting,12,Impressionism,1733,1382,RGB
14036,6,eugene-boudin,4,landscape,12,Impressionism,2018,1382,RGB
14037,6,eugene-boudin,4,landscape,12,Impressionism,2043,1382,RGB
14038,6,eugene-boudin,2,genre_painting,21,Realism,2169,1381,RGB
14039,6,eugene-boudin,2,genre_painting,12,Impressionism,2110,1382,RGB
14040,6,eugene-boudin,4,landscape,12,Impressionism,1836,1382,RGB
14041,6,eugene-boudin,4,landscape,12,Impressionism,2074,1382,RGB
14042,6,eugene-boudin,4,landscape,12,Impressionism,1771,1382,RGB
14043,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1382,1800,RGB
14044,6,eugene-boudin,4,landscape,12,Impressionism,2317,1382,RGB
14045,6,eugene-boudin,1,cityscape,12,Impressionism,1959,1382,RGB
14046,6,eugene-boudin,4,landscape,12,Impressionism,1801,1382,RGB
14047,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1859,1382,RGB
14048,6,eugene-boudin,2,genre_painting,12,Impressionism,2283,1381,RGB
14049,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1962,1382,RGB
14050,6,eugene-boudin,4,landscape,12,Impressionism,1935,1382,RGB
14051,6,eugene-boudin,4,landscape,12,Impressionism,1738,1382,RGB
14052,6,eugene-boudin,4,landscape,12,Impressionism,1743,1382,RGB
14053,6,eugene-boudin,4,landscape,12,Impressionism,1382,1804,RGB
14054,6,eugene-boudin,4,landscape,12,Impressionism,2126,1382,RGB
14055,6,eugene-boudin,10,Unknown Genre,12,Impressionism,2310,1382,RGB
14056,6,eugene-boudin,2,genre_painting,12,Impressionism,2615,1382,RGB
14057,6,eugene-boudin,4,landscape,12,Impressionism,1925,1382,RGB
14058,6,eugene-boudin,2,genre_painting,12,Impressionism,1994,1382,RGB
14059,6,eugene-boudin,2,genre_painting,12,Impressionism,2256,1381,RGB
14060,6,eugene-boudin,2,genre_painting,12,Impressionism,2235,1382,RGB
14061,6,eugene-boudin,4,landscape,12,Impressionism,2079,1382,RGB
14062,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1382,1818,RGB
14063,6,eugene-boudin,4,landscape,12,Impressionism,1943,1382,RGB
14064,6,eugene-boudin,1,cityscape,12,Impressionism,1961,1382,RGB
14065,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1961,1382,RGB
14066,6,eugene-boudin,10,Unknown Genre,12,Impressionism,1760,1382,RGB
14067,6,eugene-boudin,1,cityscape,12,Impressionism,2066,1382,RGB
14068,6,eugene-boudin,2,genre_painting,12,Impressionism,2383,1382,RGB
14069,6,eugene-boudin,2,genre_painting,12,Impressionism,3636,1382,RGB
14070,6,eugene-boudin,1,cityscape,12,Impressionism,2836,1382,RGB
14071,6,eugene-boudin,2,genre_painting,12,Impressionism,2060,1382,RGB
14072,6,eugene-boudin,10,Unknown Genre,21,Realism,1724,1382,RGB
14073,6,eugene-boudin,2,genre_painting,12,Impressionism,2484,1382,RGB
14074,6,eugene-boudin,2,genre_painting,21,Realism,1870,1382,RGB
14075,9,ivan-aivazovsky,4,landscape,23,Romanticism,1382,2091,RGB
14076,9,ivan-aivazovsky,10,Unknown Genre,23,Romanticism,1767,1382,RGB
14077,9,ivan-aivazovsky,7,religious_painting,23,Romanticism,1382,2316,RGB
14078,9,ivan-aivazovsky,4,landscape,23,Romanticism,1960,1382,RGB
14079,9,ivan-aivazovsky,4,landscape,23,Romanticism,1767,1382,RGB
14080,9,ivan-aivazovsky,4,landscape,23,Romanticism,2214,1382,RGB
14081,9,ivan-aivazovsky,10,Unknown Genre,23,Romanticism,2087,1381,RGB
14082,9,ivan-aivazovsky,4,landscape,23,Romanticism,2247,1382,RGB
14083,9,ivan-aivazovsky,4,landscape,23,Romanticism,1906,1382,RGB
14084,9,ivan-aivazovsky,4,landscape,23,Romanticism,2326,1382,RGB
14085,9,ivan-aivazovsky,10,Unknown Genre,23,Romanticism,1382,1643,RGB
14086,9,ivan-aivazovsky,10,Unknown Genre,23,Romanticism,1780,1382,RGB
14087,9,ivan-aivazovsky,10,Unknown Genre,23,Romanticism,1382,1884,RGB
14088,9,ivan-aivazovsky,7,religious_painting,23,Romanticism,2182,1382,RGB
14089,9,ivan-aivazovsky,10,Unknown Genre,23,Romanticism,2197,1382,RGB
14090,9,ivan-aivazovsky,4,landscape,23,Romanticism,2176,1382,RGB
14091,9,ivan-aivazovsky,10,Unknown Genre,23,Romanticism,2317,1382,RGB
14092,9,ivan-aivazovsky,4,landscape,23,Romanticism,2080,1382,RGB
14093,9,ivan-aivazovsky,2,genre_painting,23,Romanticism,1700,1382,RGB
14094,9,ivan-aivazovsky,10,Unknown Genre,23,Romanticism,2036,1382,RGB
14095,9,ivan-aivazovsky,1,cityscape,23,Romanticism,1673,1382,RGB
14096,9,ivan-aivazovsky,4,landscape,23,Romanticism,1994,1382,RGB
14097,9,ivan-aivazovsky,10,Unknown Genre,23,Romanticism,1882,1382,RGB
