idx,artist,genre,style
1664,4,1,12
1665,14,4,24
1666,16,9,20
1667,14,4,24
1668,1,9,3
1669,17,2,12
1670,14,7,3
1671,7,3,23
1672,12,7,15
1673,12,3,15
1674,1,6,21
1675,14,10,24
1676,6,4,12
1677,3,4,12
1678,13,4,20
1679,25,7,17
1680,14,4,24
1681,22,8,21
1682,14,8,3
1683,1,6,21
1684,8,6,21
1685,7,7,23
1686,17,5,12
1687,18,10,21
1688,20,7,4
1689,17,4,12
1690,18,4,20
1691,25,5,17
1692,14,4,24
1693,22,2,21
1694,14,10,3
1695,22,8,20
1696,15,6,9
1697,22,10,21
1698,17,2,12
1699,11,6,21
1700,12,3,15
1701,18,4,21
1702,22,4,21
1703,25,6,17
1704,6,2,12
1705,4,4,12
1706,21,4,12
1707,17,6,12
1708,1,2,3
1709,9,4,23
1710,20,10,4
1711,1,1,21
1712,19,2,3
1713,2,1,12
1714,11,4,12
1715,17,2,12
1716,10,4,21
1717,14,10,3
1718,10,4,21
1719,13,8,9
1720,7,3,23
1721,4,4,12
1722,13,4,24
1723,11,6,21
1724,9,10,23
1725,7,3,23
1726,15,2,20
1727,14,4,24
1728,6,2,12
1729,18,4,20
1730,8,6,21
1731,6,2,12
1732,17,8,12
1733,13,4,9
1734,25,7,17
1735,14,8,24
1736,18,4,21
1737,8,6,21
1738,22,6,21
1739,15,6,9
1740,4,4,12
1741,17,6,12
1742,19,2,3
1743,22,6,21
1744,10,8,21
1745,16,8,20
1746,3,1,12
1747,12,7,15
1748,4,4,12
1749,14,4,24
1750,10,4,21
1751,17,10,12
1752,8,8,21
1753,2,1,12
1754,14,4,24
1755,14,4,24
1756,1,6,21
1757,14,4,24
1758,22,1,21
1759,1,2,3
1760,17,9,12
1761,11,6,21
1762,4,4,12
1763,13,6,21
1764,4,4,12
1765,17,4,12
1766,11,4,12
1767,16,2,23
1768,1,6,21
1769,13,8,9
1770,22,8,20
1771,20,6,4
1772,22,6,21
1773,16,4,7
1774,14,4,24
1775,22,8,20
1776,13,8,21
1777,5,2,12
1778,3,4,12
1779,14,2,3
1780,4,1,12
1781,9,4,23
1782,18,10,21
1783,14,8,3
1784,9,10,23
1785,2,1,12
1786,7,3,23
1787,22,6,21
1788,4,4,12
1789,15,6,7
1790,10,4,21
1791,22,8,21
1792,12,2,15
1793,22,8,20
1794,2,2,12
1795,20,6,4
1796,21,2,24
1797,2,4,12
1798,18,6,21
1799,4,4,12
1800,17,10,12
1801,7,4,23
1802,14,3,3
1803,25,8,17
1804,20,8,4
1805,18,8,20
1806,25,1,17
1807,17,4,12
1808,14,10,3
1809,20,6,4
1810,13,3,15
1811,4,4,12
1812,8,2,21
1813,12,8,15
1814,11,2,12
1815,4,10,12
1816,25,7,17
1817,4,2,12
1818,22,8,21
1819,17,6,12
1820,25,7,17
1821,9,4,23
1822,15,2,7
1823,20,8,4
1824,12,3,15
1825,22,8,20
1826,11,6,21
1827,7,3,23
1828,5,6,12
1829,22,4,20
1830,20,8,4
1831,14,2,24
1832,18,4,20
1833,4,4,12
1834,3,2,12
1835,4,4,12
1836,16,6,12
1837,8,6,21
1838,21,4,24
1839,6,1,12
1840,25,7,17
1841,2,4,12
1842,7,3,23
1843,20,4,4
1844,14,4,24
1845,17,2,12
1846,9,4,23
1847,5,2,12
1848,3,4,12
1849,19,3,3
1850,19,2,3
1851,17,6,12
1852,17,6,12
1853,18,4,21
1854,17,2,12
1855,19,3,3
1856,10,4,21
1857,16,10,20
1858,13,4,24
1859,13,6,9
1860,18,4,21
1861,17,6,12
1862,14,4,24
1863,18,9,20
1864,2,4,21
1865,17,4,12
1866,9,10,23
1867,13,8,21
1868,15,8,9
1869,22,8,21
1870,8,6,21
1871,6,2,12
1872,12,4,15
1873,6,2,12
1874,12,8,15
1875,9,10,23
1876,6,4,12
1877,25,6,17
1878,12,2,15
1879,10,4,21
1880,20,7,4
1881,12,2,7
1882,1,2,3
1883,22,9,20
1884,17,6,12
1885,1,6,21
1886,10,4,21
1887,2,1,12
1888,2,4,12
1889,22,8,21
1890,18,6,20
1891,6,10,12
1892,22,2,21
1893,11,8,21
1894,14,4,24
1895,4,4,12
1896,6,2,21
1897,16,8,20
1898,18,9,21
1899,19,10,3
1900,18,4,20
1901,7,3,23
1902,12,8,15
1903,2,4,12
1904,8,6,21
1905,6,10,12
1906,0,10,17
1907,20,6,4
1908,22,9,20
1909,22,8,21
1910,18,10,20
1911,11,6,21
1912,17,6,12
1913,11,1,12
1914,14,10,3
1915,16,4,20
1916,7,7,23
1917,17,4,12
1918,15,9,25
1919,14,4,24
1920,17,6,12
1921,25,7,17
1922,3,1,12
1923,4,4,12
1924,2,4,12
1925,11,8,21
1926,16,6,12
1927,21,2,9
1928,17,6,12
1929,17,2,12
1930,17,10,12
1931,22,10,20
1932,14,4,21
1933,13,6,9
1934,20,6,4
1935,25,7,17
1936,7,7,23
1937,22,8,20
1938,19,10,3
1939,3,4,12
1940,19,2,3
1941,1,2,3
1942,16,6,23
1943,7,3,23
1944,7,3,23
1945,20,6,4
1946,3,6,12
1947,18,10,21
1948,14,7,24
1949,17,6,12
1950,20,7,4
1951,22,8,21
1952,22,2,21
1953,6,2,12
1954,22,8,21
1955,17,6,12
1956,14,4,24
1957,6,1,21
1958,15,5,15
1959,15,10,20
1960,12,7,15
1961,14,4,24
1962,1,2,21
1963,17,5,12
1964,9,10,23
1965,12,1,7
1966,7,3,23
1967,2,4,12
1968,2,1,12
1969,22,8,21
1970,1,8,21
1971,2,1,12
1972,5,2,12
1973,14,10,24
1974,22,8,21
1975,15,5,7
1976,8,6,21
1977,14,4,24
1978,13,2,9
1979,13,10,9
1980,12,7,15
1981,16,4,23
1982,22,1,20
1983,14,4,24
1984,25,6,17
1985,9,4,23
1986,17,4,12
1987,6,4,21
1988,8,6,21
1989,22,5,20
1990,4,4,12
1991,25,5,17
1992,11,2,12
1993,15,4,7
1994,6,2,12
1995,22,8,21
1996,1,6,21
1997,17,4,12
1998,11,10,12
1999,6,2,12
2000,12,9,15
2001,17,9,12
2002,14,7,24
2003,13,6,9
2004,14,10,24
2005,12,7,15
2006,22,8,21
2007,22,1,21
2008,5,2,12
2009,15,6,7
2010,17,6,12
2011,22,6,21
2012,25,6,17
2013,15,5,2
2014,4,10,12
2015,18,6,21
2016,11,1,12
2017,4,4,12
2018,19,10,3
2019,9,2,23
2020,10,8,21
2021,3,1,12
2022,10,4,21
2023,12,1,7
2024,14,2,24
2025,10,4,21
2026,2,1,12
2027,5,6,12
2028,1,6,21
2029,8,6,21
2030,5,2,12
2031,18,10,21
2032,25,7,17
2033,11,6,21
2034,7,3,23
2035,15,10,7
2036,2,1,12
2037,16,10,20
2038,16,6,12
2039,4,4,12
2040,14,4,24
2041,14,1,3
2042,13,10,21
2043,12,7,15
2044,18,10,10
2045,6,1,12
2046,10,4,21
2047,20,5,4
2048,12,2,15
2049,21,2,20
2050,6,4,12
2051,13,10,9
2052,4,4,12
2053,14,10,3
2054,25,7,17
2055,18,4,9
2056,20,6,4
2057,3,4,12
2058,8,6,21
2059,17,4,12
2060,14,4,24
2061,2,4,21
2062,4,10,12
2063,16,9,20
2064,12,7,15
2065,14,10,3
2066,17,6,12
2067,11,10,12
2068,17,5,12
2069,14,3,3
2070,20,2,4
2071,21,10,9
2072,20,8,4
2073,14,10,3
2074,14,3,3
2075,5,2,12
2076,17,6,12
2077,17,6,12
2078,18,4,21
2079,4,1,12
2080,17,5,12
2081,19,2,3
2082,14,7,3
2083,14,2,24
2084,19,5,3
2085,3,1,12
2086,7,3,23
2087,11,6,21
2088,14,7,24
2089,10,4,21
2090,11,10,12
2091,22,2,21
2092,6,10,12
2093,20,7,4
2094,20,2,4
2095,15,2,24
2096,18,8,7
2097,13,4,21
2098,5,2,12
2099,8,2,21
2100,4,1,12
2101,7,3,23
2102,22,9,20
2103,20,10,4
2104,8,6,21
2105,8,6,21
2106,16,9,20
2107,4,4,12
2108,18,4,21
2109,8,6,21
2110,14,4,24
2111,18,1,7
2112,17,6,12
2113,25,7,17
2114,14,10,24
2115,4,1,21
2116,3,4,12
2117,11,8,21
2118,10,4,21
2119,22,8,20
2120,7,7,23
2121,22,4,20
2122,6,4,12
2123,17,6,12
2124,15,10,7
2125,15,2,12
2126,22,8,20
2127,7,3,23
2128,6,4,12
2129,9,10,23
2130,14,4,24
2131,14,3,3
2132,17,9,12
2133,16,2,23
2134,13,6,9
2135,22,10,20
2136,11,6,21
2137,15,2,15
2138,7,3,23
2139,22,2,20
2140,7,7,23
2141,20,4,4
2142,4,4,12
2143,21,6,9
2144,7,3,23
2145,1,3,3
2146,17,5,12
2147,9,10,23
2148,6,1,12
2149,2,4,18
2150,22,5,21
2151,12,10,15
2152,15,6,7
2153,16,6,23
2154,3,4,12
2155,17,9,12
2156,1,10,21
2157,10,4,21
2158,5,2,12
2159,11,6,21
2160,12,7,15
2161,3,1,12
2162,21,8,9
2163,19,10,3
2164,7,3,23
2165,17,6,12
2166,9,10,23
2167,15,2,9
2168,6,4,12
2169,14,4,24
2170,10,4,21
2171,5,2,12
2172,17,6,12
2173,14,10,3
2174,22,8,21
2175,25,7,17
2176,11,6,21
2177,14,4,3
2178,3,2,12
2179,20,6,4
2180,8,6,21
2181,18,10,20
2182,10,4,21
2183,12,7,15
2184,13,8,9
2185,6,10,12
2186,11,6,21
2187,14,10,3
2188,15,10,9
2189,2,10,12
2190,8,6,21
2191,15,10,9
2192,3,2,12
2193,22,6,20
2194,22,8,21
2195,22,8,20
2196,17,4,12
2197,11,6,21
2198,12,2,15
2199,5,6,21
2200,1,8,21
2201,7,7,23
2202,12,2,15
2203,10,4,21
2204,16,2,23
2205,22,8,21
2206,2,1,12
2207,20,8,4
2208,22,8,21
2209,11,8,12
2210,7,7,23
2211,25,7,17
2212,14,10,3
2213,17,4,12
2214,14,10,3
2215,1,2,3
2216,22,6,20
2217,8,6,21
2218,9,10,23
2219,21,4,9
2220,4,4,12
2221,14,10,24
2222,4,10,12
2223,12,5,7
2224,11,6,21
2225,20,7,4
2226,17,6,12
2227,9,1,23
2228,5,2,12
2229,15,6,7
2230,4,4,12
2231,12,8,15
2232,18,4,20
2233,4,10,12
2234,22,8,20
2235,18,2,20
2236,21,10,21
2237,22,4,20
2238,10,4,21
2239,14,7,3
2240,3,2,12
2241,16,2,12
2242,14,4,24
2243,8,2,21
2244,22,4,21
2245,17,2,12
2246,21,7,24
2247,14,10,24
2248,16,10,12
2249,13,4,24
2250,17,9,12
2251,5,2,12
2252,13,4,9
2253,10,4,21
2254,4,4,12
2255,25,7,17
2256,12,2,9
2257,18,4,12
2258,14,4,24
2259,14,10,3
2260,2,1,12
2261,7,3,23
2262,1,8,21
2263,15,6,21
2264,4,4,12
2265,14,4,24
2266,8,2,21
2267,16,6,23
2268,13,10,24
2269,21,7,24
2270,25,7,17
2271,11,4,12
2272,22,4,20
2273,22,8,20
2274,22,2,21
2275,18,10,3
2276,12,7,15
2277,14,4,24
2278,17,9,12
2279,19,10,3
2280,14,4,24
2281,4,4,12
2282,1,8,21
2283,21,7,24
2284,19,2,3
2285,10,4,21
2286,14,8,21
2287,17,2,12
2288,10,8,21
2289,16,6,20
2290,17,6,12
2291,14,10,3
2292,25,6,17
2293,7,3,23
2294,19,6,3
2295,18,2,9
2296,5,5,12
2297,13,10,21
2298,3,2,12
2299,12,7,15
2300,22,4,20
2301,4,4,12
2302,5,2,12
2303,14,8,24
2304,22,8,20
2305,8,2,21
2306,0,10,17
2307,22,9,20
2308,2,2,12
2309,13,2,9
2310,8,6,21
2311,14,4,24
2312,5,2,12
2313,6,10,12
2314,3,2,12
2315,18,6,21
2316,21,4,12
2317,17,6,12
2318,4,2,12
2319,2,1,12
2320,3,4,12
2321,17,4,12
2322,17,6,12
2323,19,6,3
2324,1,2,3
2325,4,10,12
2326,4,4,12
2327,22,5,20
2328,14,4,24
2329,5,5,12
2330,4,10,12
2331,7,3,23
2332,18,10,20
2333,1,2,3
2334,3,10,12
2335,22,8,20
2336,25,8,17
2337,14,10,3
2338,21,7,24
2339,20,10,4
2340,2,1,12
2341,1,2,3
2342,9,4,23
2343,1,6,21
2344,25,7,17
2345,11,1,12
2346,22,8,20
2347,11,4,12
2348,12,7,15
2349,7,7,23
2350,13,1,10
2351,14,8,24
2352,11,6,21
2353,14,10,3
2354,6,10,12
2355,18,9,20
2356,10,4,21
2357,17,2,12
2358,22,1,21
2359,7,3,23
2360,20,7,4
2361,14,4,24
2362,4,1,12
2363,17,6,12
2364,3,1,12
2365,14,10,3
2366,5,6,12
2367,13,6,9
2368,7,3,23
2369,2,2,21
2370,4,2,12
2371,10,4,21
2372,2,2,12
2373,6,4,12
2374,12,3,15
2375,13,4,9
2376,20,4,4
2377,20,6,4
2378,20,8,4
2379,20,7,4
2380,9,10,23
2381,20,5,4
2382,9,1,23
2383,10,4,21
2384,16,4,20
2385,2,4,12
2386,14,1,3
2387,5,6,12
2388,5,6,12
2389,21,6,21
2390,15,2,20
2391,17,4,12
2392,5,5,12
2393,14,4,24
2394,22,8,21
2395,5,2,12
2396,16,9,20
2397,17,2,12
2398,7,3,23
2399,4,1,12
2400,20,7,4
2401,14,4,24
2402,13,8,21
2403,22,8,21
2404,22,2,20
2405,16,6,23
2406,3,2,12
2407,14,4,24
2408,15,2,20
2409,4,4,12
2410,4,10,12
2411,16,10,23
2412,1,6,21
2413,15,9,25
2414,14,2,24
2415,20,10,4
2416,4,4,12
2417,18,6,21
2418,20,10,4
2419,5,2,12
2420,16,4,20
2421,22,2,21
2422,20,7,4
2423,19,10,3
2424,13,1,9
2425,18,4,21
2426,9,1,23
2427,4,4,12
2428,2,4,12
2429,15,10,7
2430,19,10,3
2431,2,4,12
2432,4,4,12
2433,14,1,3
2434,20,8,4
2435,10,4,21
2436,1,5,21
2437,10,1,21
2438,13,3,15
2439,2,4,12
2440,17,6,12
2441,2,1,18
2442,17,6,12
2443,18,2,9
2444,7,7,23
2445,25,7,17
2446,11,6,21
2447,9,10,23
2448,0,10,17
2449,22,4,20
2450,22,1,20
2451,14,10,3
2452,4,1,12
2453,14,2,24
2454,2,2,12
2455,22,8,20
2456,16,9,20
2457,17,6,12
2458,17,6,12
2459,19,10,3
2460,14,4,24
2461,20,4,4
2462,6,2,12
2463,12,6,9
2464,22,4,20
2465,25,7,17
2466,20,4,4
2467,19,3,3
2468,5,2,12
2469,17,10,12
2470,14,1,3
2471,14,1,24
2472,14,10,3
2473,6,10,12
2474,7,3,23
2475,22,8,20
2476,14,8,21
2477,19,10,3
2478,11,1,12
2479,10,4,21
2480,16,6,23
2481,7,3,23
2482,5,10,12
2483,18,9,21
2484,20,6,4
2485,20,8,4
2486,4,4,12
2487,13,8,21
2488,11,6,21
2489,12,7,15
2490,11,6,21
2491,17,6,12
2492,14,1,3
2493,14,4,24
2494,17,2,12
2495,14,4,24
2496,21,4,9
2497,11,2,12
2498,10,4,21
2499,12,2,15
2500,4,4,12
2501,0,10,17
2502,22,4,20
2503,7,7,23
2504,6,1,21
2505,15,6,9
2506,4,4,12
2507,14,4,24
2508,21,7,24
2509,17,6,12
2510,15,10,7
2511,11,8,21
2512,7,7,23
2513,4,4,12
2514,12,2,7
2515,14,2,24
2516,4,10,12
2517,16,4,20
2518,19,10,3
2519,17,9,12
2520,2,4,12
2521,17,4,12
2522,10,4,21
2523,6,10,12
2524,22,1,20
2525,16,1,20
2526,22,2,21
2527,18,4,21
2528,18,10,20
2529,2,4,12
2530,25,7,17
2531,4,4,12
2532,19,10,3
2533,11,6,21
2534,21,0,0
2535,17,6,12
2536,3,10,12
2537,15,2,9
2538,20,4,4
2539,25,8,17
2540,17,1,12
2541,9,4,23
2542,19,6,3
2543,16,9,12
2544,1,2,3
2545,22,8,21
2546,7,3,23
2547,4,4,12
2548,7,3,23
2549,12,8,15
2550,14,10,3
2551,18,4,20
2552,11,2,12
2553,3,2,12
2554,10,4,21
2555,21,7,24
2556,6,4,12
2557,20,6,4
2558,9,10,23
2559,20,8,4
2560,18,8,20
2561,4,10,12
2562,14,4,24
2563,10,4,21
2564,14,4,24
2565,17,10,12
2566,14,1,3
2567,1,2,3
2568,22,8,21
2569,17,4,12
2570,7,3,23
2571,5,2,12
2572,4,4,12
2573,4,4,12
2574,18,4,9
2575,14,10,24
2576,22,4,20
2577,11,6,21
2578,14,4,24
2579,14,10,3
2580,12,2,15
2581,5,5,12
2582,6,10,12
2583,9,10,23
2584,18,1,20
2585,15,6,2
2586,0,10,17
2587,14,2,3
2588,15,10,9
2589,3,1,12
2590,18,6,20
2591,4,4,12
2592,1,6,21
2593,14,4,3
2594,21,8,9
2595,8,6,21
2596,1,2,21
2597,22,10,20
2598,14,4,24
2599,9,10,23
2600,6,2,12
2601,22,2,21
2602,15,8,25
2603,4,1,12
2604,21,6,9
2605,14,4,24
2606,18,9,21
2607,8,6,21
2608,7,3,23
2609,16,9,23
2610,20,10,4
2611,20,7,4
2612,15,10,3
2613,4,4,12
2614,19,10,3
2615,21,4,9
2616,1,6,21
2617,20,2,4
2618,12,7,15
2619,13,10,21
2620,14,4,24
2621,18,4,20
2622,22,8,21
2623,11,1,12
2624,14,8,21
2625,16,4,20
2626,8,6,21
2627,11,6,21
2628,20,8,4
2629,17,6,12
2630,8,6,21
2631,7,7,23
2632,22,8,21
2633,7,3,23
2634,12,7,15
2635,25,8,17
2636,15,10,9
2637,25,7,17
2638,19,3,3
2639,1,10,3
2640,0,10,17
2641,12,7,15
2642,14,10,24
2643,5,6,12
2644,14,4,24
2645,4,4,12
2646,22,8,21
2647,20,7,4
2648,18,1,20
2649,21,6,20
2650,9,4,23
2651,14,2,24
2652,11,6,21
2653,2,1,12
2654,14,10,24
2655,13,9,20
2656,16,1,20
2657,3,4,12
2658,5,5,12
2659,4,4,12
2660,22,8,21
2661,13,10,9
2662,17,2,12
2663,22,8,21
2664,4,4,12
2665,22,8,21
2666,5,6,12
2667,13,6,21
2668,5,10,12
2669,22,2,21
2670,10,8,21
2671,3,2,12
2672,9,10,23
2673,17,5,12
2674,13,6,21
2675,5,5,12
2676,15,8,20
2677,5,8,12
2678,22,4,20
2679,5,2,12
2680,21,10,9
2681,20,10,4
2682,15,6,20
2683,2,1,12
2684,1,6,21
2685,22,10,20
2686,15,6,7
2687,17,6,12
2688,19,10,3
2689,14,8,24
2690,3,4,12
2691,17,9,12
2692,15,5,20
2693,22,8,20
2694,3,4,12
2695,22,2,21
2696,14,4,24
2697,15,2,12
2698,17,6,12
2699,10,8,21
2700,22,6,21
2701,13,4,20
2702,1,6,21
2703,4,1,12
2704,15,10,20
2705,18,9,20
2706,12,7,15
2707,20,8,4
2708,2,8,12
2709,22,8,20
2710,1,6,3
2711,2,1,12
2712,7,3,23
2713,10,4,21
2714,8,5,21
2715,13,4,9
2716,21,7,24
2717,17,6,12
2718,8,6,21
2719,14,4,24
2720,15,2,9
2721,14,8,24
2722,6,1,12
2723,16,10,12
2724,22,8,20
2725,1,6,3
2726,1,6,21
2727,3,9,12
2728,2,4,12
2729,13,1,9
2730,17,4,12
2731,4,4,12
2732,22,2,20
2733,9,10,23
2734,17,2,12
2735,14,10,3
2736,17,6,12
2737,2,4,12
2738,2,6,12
2739,12,7,15
2740,16,2,12
2741,17,2,12
2742,5,4,12
2743,22,4,20
2744,18,9,7
2745,22,1,20
2746,9,10,23
2747,25,7,17
2748,25,6,17
2749,22,8,21
2750,21,7,24
2751,5,10,12
2752,16,2,20
2753,2,2,12
2754,19,10,3
2755,18,4,20
2756,14,3,3
2757,22,9,20
2758,9,4,23
2759,22,1,20
2760,18,9,21
2761,10,4,21
2762,2,4,12
2763,17,6,12
2764,3,1,12
2765,12,7,15
2766,20,10,4
2767,6,2,12
2768,14,10,24
2769,5,2,12
2770,2,1,12
2771,19,10,3
2772,14,10,24
2773,14,10,3
2774,4,4,12
2775,17,5,12
2776,22,8,21
2777,6,1,12
2778,16,4,20
2779,3,1,12
2780,4,4,12
2781,19,2,3
2782,16,4,7
2783,22,4,21
2784,14,1,3
2785,21,9,7
2786,4,4,12
2787,22,1,20
2788,11,2,12
2789,12,7,15
2790,3,4,12
2791,12,3,15
2792,12,10,15
2793,2,4,18
2794,13,9,21
2795,7,3,23
2796,11,6,21
2797,5,6,12
2798,25,8,17
2799,11,8,21
2800,22,8,20
2801,17,10,12
2802,2,4,18
2803,3,4,12
2804,10,4,21
2805,10,4,21
2806,20,4,4
2807,25,6,17
2808,2,6,12
2809,16,4,7
2810,22,1,20
2811,16,4,12
2812,13,10,9
2813,11,2,21
2814,4,4,12
2815,13,8,9
2816,10,4,21
2817,25,7,17
2818,14,8,3
2819,22,8,20
2820,22,2,21
2821,18,10,21
2822,16,4,20
2823,14,4,24
2824,15,6,7
2825,18,10,20
2826,1,6,21
2827,9,4,23
2828,7,3,23
2829,3,2,12
2830,17,2,12
2831,12,8,15
2832,8,10,21
2833,14,4,24
2834,1,10,3
2835,4,10,12
2836,18,1,21
2837,4,4,12
2838,4,4,12
2839,22,8,21
2840,17,10,12
2841,8,6,21
2842,14,4,21
2843,12,2,15
2844,1,6,21
2845,4,10,12
2846,13,8,9
2847,17,4,12
2848,12,3,15
2849,2,1,12
2850,18,1,20
2851,22,9,20
2852,8,10,21
2853,17,4,12
2854,22,4,21
2855,14,8,24
2856,14,10,3
2857,22,2,21
2858,15,6,7
2859,3,2,12
2860,2,2,12
2861,16,9,20
2862,4,4,12
2863,10,4,21
2864,4,4,12
2865,13,9,21
2866,11,2,12
2867,1,3,21
2868,18,10,21
2869,21,4,24
2870,8,2,21
2871,9,10,23
2872,16,4,12
2873,22,2,20
2874,18,9,9
2875,22,4,21
2876,17,4,12
2877,13,4,9
2878,14,4,24
2879,25,6,17
2880,19,2,3
2881,4,4,12
2882,9,2,23
2883,13,6,9
2884,2,6,12
2885,16,4,12
2886,25,7,17
2887,22,1,20
2888,15,10,3
2889,1,2,3
2890,1,6,21
2891,18,10,21
2892,14,10,3
2893,7,3,23
2894,21,6,9
2895,22,4,20
2896,15,2,15
2897,22,8,21
2898,2,4,12
2899,14,4,24
2900,18,8,21
2901,8,6,21
2902,18,10,21
2903,4,10,12
2904,22,4,21
2905,20,2,4
2906,14,10,3
2907,20,6,4
2908,5,8,12
2909,7,7,23
2910,18,10,21
2911,21,10,9
2912,12,7,15
2913,3,1,12
2914,11,6,21
2915,6,10,12
2916,7,3,23
2917,3,2,12
2918,25,7,17
2919,17,9,12
2920,1,6,21
2921,22,6,21
2922,25,7,17
2923,12,6,7
2924,11,1,12
2925,7,3,23
2926,21,6,9
2927,6,10,12
2928,7,7,23
2929,21,6,9
2930,16,4,20
2931,3,9,12
2932,5,2,12
2933,14,4,24
2934,22,8,21
2935,17,6,12
2936,1,2,3
2937,20,8,4
2938,22,1,20
2939,8,6,21
2940,11,6,21
2941,1,4,12
2942,3,4,12
2943,5,2,12
2944,17,4,12
2945,22,1,20
2946,17,6,12
2947,22,8,20
2948,4,4,12
2949,17,2,12
2950,25,7,17
2951,15,9,7
2952,14,4,24
2953,17,4,12
2954,18,9,7
2955,22,6,21
2956,10,4,21
2957,17,4,12
2958,11,5,21
2959,22,6,21
2960,11,6,21
2961,11,4,12
2962,17,5,12
2963,25,8,17
2964,7,3,23
2965,2,1,12
2966,7,3,23
2967,8,10,21
2968,12,4,9
2969,17,2,12
2970,6,2,12
2971,22,8,21
2972,1,6,21
2973,21,7,24
2974,7,3,23
2975,6,2,21
2976,16,4,23
2977,8,6,21
2978,20,6,4
2979,17,10,12
2980,2,4,12
2981,16,4,7
2982,6,10,12
2983,22,8,20
2984,12,3,15
2985,25,8,17
2986,14,3,3
2987,8,10,21
2988,22,10,20
2989,19,3,3
2990,4,4,12
2991,1,2,3
2992,8,6,21
2993,6,2,21
2994,5,5,12
2995,1,10,21
2996,5,2,12
2997,2,6,12
2998,13,6,9
2999,7,7,23
3000,12,7,15
3001,15,8,7
3002,2,4,12
3003,19,10,3
3004,14,10,24
3005,2,1,12
3006,4,4,12
3007,17,2,12
3008,6,10,12
3009,10,4,21
3010,16,1,23
3011,20,6,4
3012,21,10,9
3013,16,4,20
3014,11,1,12
3015,6,10,12
3016,12,2,9
3017,14,4,24
3018,7,3,23
3019,13,4,9
3020,21,6,20
3021,18,10,21
3022,25,7,17
3023,3,1,12
3024,4,1,12
3025,17,4,12
3026,21,2,9
3027,17,2,12
3028,17,6,12
3029,3,1,12
3030,12,7,15
3031,11,6,21
3032,1,2,3
3033,11,2,21
3034,14,8,24
3035,22,2,21
3036,9,10,23
3037,13,2,21
3038,1,6,21
3039,20,8,4
3040,17,2,12
3041,2,6,12
3042,2,4,12
3043,13,8,9
3044,12,3,15
3045,18,4,21
3046,4,4,12
3047,21,7,24
3048,6,4,12
3049,12,7,15
3050,17,8,12
3051,2,4,12
3052,1,1,3
3053,5,5,12
3054,8,1,21
3055,19,6,3
3056,4,4,12
3057,16,6,23
3058,20,10,4
3059,17,5,12
3060,17,2,12
3061,25,7,17
3062,17,6,12
3063,19,2,3
3064,2,1,12
3065,22,6,20
3066,18,9,21
3067,17,4,12
3068,14,8,3
3069,19,10,3
3070,7,3,23
3071,4,4,12
3072,20,6,4
3073,18,1,20
3074,18,6,9
3075,15,6,7
3076,11,6,12
3077,17,5,12
3078,15,9,7
3079,12,3,15
3080,9,10,23
3081,14,10,24
3082,17,9,12
3083,12,3,15
3084,4,1,12
3085,17,6,12
3086,10,8,21
3087,15,9,9
3088,17,5,12
3089,2,4,21
3090,25,7,17
3091,16,6,12
3092,15,2,9
3093,15,2,9
3094,17,2,12
3095,1,2,3
3096,21,7,24
3097,14,2,24
3098,19,10,3
3099,2,1,12
3100,25,8,17
3101,17,2,12
3102,0,10,17
3103,7,3,23
3104,3,4,12
3105,14,1,21
3106,1,6,21
3107,2,1,12
3108,6,10,12
3109,18,9,20
3110,1,8,21
3111,22,5,20
3112,20,10,4
3113,6,4,12
3114,18,6,20
3115,10,4,21
3116,6,10,12
3117,25,7,17
3118,17,8,12
3119,25,7,17
3120,5,2,12
3121,4,2,12
3122,13,8,21
3123,5,2,12
3124,11,6,21
3125,16,4,20
3126,10,4,21
3127,18,2,20
3128,13,4,20
3129,25,2,17
3130,4,9,12
3131,4,4,12
3132,16,6,23
3133,25,8,17
3134,6,2,12
3135,14,10,3
3136,2,1,12
3137,7,3,23
3138,12,3,15
3139,14,1,24
3140,18,1,7
3141,7,2,23
3142,6,2,12
3143,16,9,20
3144,18,4,20
3145,10,8,21
3146,4,4,12
3147,14,4,24
3148,22,10,20
3149,25,8,17
3150,18,10,20
3151,11,1,12
3152,22,8,21
3153,11,6,21
3154,8,6,21
3155,14,1,24
3156,9,4,23
3157,12,7,15
3158,0,10,17
3159,17,5,12
3160,12,7,15
3161,4,1,12
3162,5,2,12
3163,14,10,3
3164,14,2,24
3165,22,8,20
3166,6,4,12
3167,7,3,23
3168,22,2,20
3169,15,10,9
3170,22,8,21
3171,15,5,9
3172,4,10,12
3173,9,10,23
3174,4,4,12
3175,18,2,21
3176,21,4,12
3177,9,10,23
3178,14,7,24
3179,17,2,12
3180,4,4,12
3181,17,4,12
3182,20,8,4
3183,17,6,12
3184,9,4,23
3185,11,6,21
3186,4,4,12
3187,21,4,7
3188,20,7,4
3189,16,4,7
3190,20,7,4
3191,17,6,12
3192,22,8,20
3193,10,4,21
3194,7,3,23
3195,12,10,15
3196,17,6,12
3197,22,1,20
3198,3,6,12
3199,16,8,12
3200,11,8,21
3201,18,4,21
3202,22,10,20
3203,25,7,17
3204,14,10,3
3205,4,6,12
3206,9,4,23
3207,1,6,21
3208,17,4,21
3209,8,6,21
3210,6,1,12
3211,18,10,20
3212,22,8,20
3213,20,6,4
3214,19,2,3
3215,25,2,17
3216,16,9,20
3217,22,8,21
