source_style,target_style,similarity,source_idx,target_idx,source_artist,target_artist,source_genre,target_genre,source_duplicate_group,target_duplicate_group
Baroque,Rococo,0.8082671761512756,24416,55134,Unknown Artist,Unknown Artist,genre_painting,genre_painting,4038,149
Mannerism_Late_Renaissance,Rococo,0.8080984354019165,46192,55134,paolo-veronese,Unknown Artist,religious_painting,genre_painting,6536,149
Mannerism_Late_Renaissance,Rococo,0.805242121219635,47187,55134,Unknown Artist,Unknown Artist,religious_painting,genre_painting,2520,149
High_Renaissance,Mannerism_Late_Renaissance,0.8866068720817566,27927,46288,raphael,titian,portrait,portrait,6879,150
High_Renaissance,Mannerism_Late_Renaissance,0.868941605091095,55731,46288,titian,titian,religious_painting,portrait,2010,150
Northern_Renaissance,Mannerism_Late_Renaissance,0.8416271209716797,8517,46288,albrecht-durer,titian,religious_painting,portrait,4779,150
Northern_Renaissance,Mannerism_Late_Renaissance,0.8393925428390503,18009,46288,albrecht-durer,titian,religious_painting,portrait,3741,150
High_Renaissance,Mannerism_Late_Renaissance,0.8295497298240662,31152,46288,titian,titian,religious_painting,portrait,805,150
Mannerism_Late_Renaissance,Baroque,0.8619884252548218,47089,45077,tintoretto,anthony-van-dyck,portrait,portrait,1370,151
High_Renaissance,Baroque,0.810369074344635,49235,45077,titian,anthony-van-dyck,portrait,portrait,5943,151
Mannerism_Late_Renaissance,Baroque,0.8070113658905029,42202,45077,tintoretto,anthony-van-dyck,portrait,portrait,1327,151
Mannerism_Late_Renaissance,Baroque,0.806960940361023,66198,45077,tintoretto,anthony-van-dyck,portrait,portrait,4950,151
Mannerism_Late_Renaissance,Baroque,0.8063933849334717,65625,45077,titian,anthony-van-dyck,portrait,portrait,3754,151
Baroque,Rococo,0.8612037897109985,769,21917,rembrandt,Unknown Artist,portrait,portrait,2810,152
Baroque,Rococo,0.8608086705207825,71631,21917,Unknown Artist,Unknown Artist,Unknown Genre,portrait,3038,152
High_Renaissance,Rococo,0.8457255363464355,48496,21917,titian,Unknown Artist,portrait,portrait,3163,152
Baroque,Rococo,0.8455250263214111,17743,21917,rembrandt,Unknown Artist,portrait,portrait,3672,152
Baroque,Rococo,0.8420877456665039,47567,21917,Unknown Artist,Unknown Artist,religious_painting,portrait,1380,152
High_Renaissance,Northern_Renaissance,0.8683452606201172,27917,29811,Unknown Artist,Unknown Artist,religious_painting,religious_painting,1063,154
Early_Renaissance,Northern_Renaissance,0.8669857382774353,47922,29811,Unknown Artist,Unknown Artist,religious_painting,religious_painting,1531,154
Early_Renaissance,Northern_Renaissance,0.8625940084457397,27828,29811,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5991,154
High_Renaissance,Northern_Renaissance,0.8611636161804199,34473,29811,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5549,154
High_Renaissance,Northern_Renaissance,0.8569594025611877,25430,29811,Unknown Artist,Unknown Artist,religious_painting,religious_painting,1745,154
Baroque,Rococo,0.9081927537918091,41598,63132,Unknown Artist,Unknown Artist,portrait,portrait,5920,155
Baroque,Rococo,0.9019179344177246,64372,63132,Unknown Artist,Unknown Artist,portrait,portrait,878,155
Baroque,Rococo,0.8940925002098083,20685,63132,peter-paul-rubens,Unknown Artist,portrait,portrait,1222,155
Baroque,Rococo,0.8891652822494507,63010,63132,Unknown Artist,Unknown Artist,portrait,portrait,3388,155
Baroque,Rococo,0.8852664232254028,65379,63132,Unknown Artist,Unknown Artist,portrait,portrait,5642,155
Baroque,Rococo,0.818148672580719,71631,65935,Unknown Artist,joshua-reynolds,Unknown Genre,portrait,3038,156
Mannerism_Late_Renaissance,Rococo,0.8122372627258301,28772,65935,titian,joshua-reynolds,portrait,portrait,6795,156
Mannerism_Late_Renaissance,Rococo,0.8089599609375,48846,65935,paolo-veronese,joshua-reynolds,portrait,portrait,1418,156
Baroque,Rococo,0.7942876219749451,24579,65935,anthony-van-dyck,joshua-reynolds,portrait,portrait,536,156
Baroque,Rococo,0.7887492179870605,26026,65935,anthony-van-dyck,joshua-reynolds,portrait,portrait,3080,156
High_Renaissance,Mannerism_Late_Renaissance,0.874298632144928,19178,35510,Unknown Artist,paolo-veronese,religious_painting,religious_painting,3875,157
High_Renaissance,Mannerism_Late_Renaissance,0.8728232979774475,24418,35510,titian,paolo-veronese,religious_painting,religious_painting,3879,157
Northern_Renaissance,Mannerism_Late_Renaissance,0.8711462020874023,81151,35510,Unknown Artist,paolo-veronese,Unknown Genre,religious_painting,3772,157
Northern_Renaissance,Mannerism_Late_Renaissance,0.8680940270423889,4644,35510,albrecht-durer,paolo-veronese,religious_painting,religious_painting,4695,157
High_Renaissance,Mannerism_Late_Renaissance,0.8667847514152527,32812,35510,Unknown Artist,paolo-veronese,religious_painting,religious_painting,370,157
Mannerism_Late_Renaissance,Baroque,0.861167848110199,42943,7162,Unknown Artist,rembrandt,portrait,portrait,917,158
Northern_Renaissance,Baroque,0.8589634299278259,18012,7162,albrecht-durer,rembrandt,portrait,portrait,6330,158
Mannerism_Late_Renaissance,Baroque,0.8506381511688232,51411,7162,Unknown Artist,rembrandt,portrait,portrait,5578,158
Mannerism_Late_Renaissance,Baroque,0.8442768454551697,63074,7162,titian,rembrandt,portrait,portrait,6640,158
Mannerism_Late_Renaissance,Baroque,0.8428736329078674,37020,7162,Unknown Artist,rembrandt,portrait,portrait,7050,158
High_Renaissance,Baroque,0.8729901313781738,68831,41631,Unknown Artist,Unknown Artist,Unknown Genre,portrait,1308,159
Mannerism_Late_Renaissance,Baroque,0.8709505200386047,42943,41631,Unknown Artist,Unknown Artist,portrait,portrait,917,159
Early_Renaissance,Baroque,0.869796872138977,52015,41631,Unknown Artist,Unknown Artist,portrait,portrait,3988,159
High_Renaissance,Baroque,0.8688071966171265,76553,41631,Unknown Artist,Unknown Artist,Unknown Genre,portrait,1999,159
High_Renaissance,Baroque,0.862799882888794,49223,41631,Unknown Artist,Unknown Artist,portrait,portrait,3874,159
Mannerism_Late_Renaissance,Baroque,0.8740997314453125,46959,27809,el-greco,anthony-van-dyck,religious_painting,religious_painting,6210,160
Mannerism_Late_Renaissance,Baroque,0.8710104823112488,69279,27809,Unknown Artist,anthony-van-dyck,Unknown Genre,religious_painting,3709,160
Northern_Renaissance,Baroque,0.8706074953079224,34061,27809,Unknown Artist,anthony-van-dyck,religious_painting,religious_painting,6573,160
Mannerism_Late_Renaissance,Baroque,0.8642728328704834,23252,27809,paolo-veronese,anthony-van-dyck,religious_painting,religious_painting,5865,160
Mannerism_Late_Renaissance,Baroque,0.860691249370575,32485,27809,Unknown Artist,anthony-van-dyck,religious_painting,religious_painting,2193,160
Mannerism_Late_Renaissance,Rococo,0.8895688056945801,62523,39513,Unknown Artist,Unknown Artist,sketch_and_study,sketch_and_study,1600,161
Northern_Renaissance,Rococo,0.8757210969924927,4581,39513,albrecht-durer,Unknown Artist,sketch_and_study,sketch_and_study,4851,161
High_Renaissance,Rococo,0.8735738396644592,46509,39513,raphael,Unknown Artist,sketch_and_study,sketch_and_study,6000,161
Baroque,Rococo,0.8709697723388672,12346,39513,rembrandt,Unknown Artist,sketch_and_study,sketch_and_study,5632,161
High_Renaissance,Rococo,0.86524498462677,62183,39513,raphael,Unknown Artist,sketch_and_study,sketch_and_study,3371,161
Early_Renaissance,High_Renaissance,0.9056393504142761,30376,19342,pietro-perugino,pietro-perugino,religious_painting,religious_painting,4106,162
Early_Renaissance,High_Renaissance,0.8944756388664246,55936,19342,Unknown Artist,pietro-perugino,religious_painting,religious_painting,2016,162
Early_Renaissance,High_Renaissance,0.8909157514572144,40864,19342,Unknown Artist,pietro-perugino,religious_painting,religious_painting,6603,162
Early_Renaissance,High_Renaissance,0.8880964517593384,55869,19342,Unknown Artist,pietro-perugino,religious_painting,religious_painting,5198,162
Early_Renaissance,High_Renaissance,0.8874374032020569,32916,19342,Unknown Artist,pietro-perugino,religious_painting,religious_painting,1550,162
Northern_Renaissance,High_Renaissance,0.8962528705596924,56024,49517,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5725,163
Early_Renaissance,High_Renaissance,0.8930506706237793,48158,49517,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5971,163
Early_Renaissance,High_Renaissance,0.8862441778182983,37604,49517,Unknown Artist,Unknown Artist,religious_painting,religious_painting,175,163
Early_Renaissance,High_Renaissance,0.8851976990699768,43094,49517,Unknown Artist,Unknown Artist,religious_painting,religious_painting,1467,163
Early_Renaissance,High_Renaissance,0.8832200169563293,56339,49517,Unknown Artist,Unknown Artist,religious_painting,religious_painting,553,163
Mannerism_Late_Renaissance,Baroque,0.841002345085144,38333,54043,Unknown Artist,Unknown Artist,religious_painting,genre_painting,3025,164
Mannerism_Late_Renaissance,Baroque,0.8257167935371399,46766,54043,Unknown Artist,Unknown Artist,portrait,genre_painting,522,164
Mannerism_Late_Renaissance,Baroque,0.8225165605545044,55339,54043,Unknown Artist,Unknown Artist,genre_painting,genre_painting,213,164
Early_Renaissance,Baroque,0.8122904300689697,34453,54043,Unknown Artist,Unknown Artist,religious_painting,genre_painting,4483,164
Northern_Renaissance,Baroque,0.8119473457336426,56213,54043,Unknown Artist,Unknown Artist,religious_painting,genre_painting,3276,164
Early_Renaissance,High_Renaissance,0.818632185459137,49320,46281,Unknown Artist,pietro-perugino,portrait,religious_painting,5216,165
Northern_Renaissance,High_Renaissance,0.8127521276473999,40320,46281,lucas-cranach-the-elder,pietro-perugino,religious_painting,religious_painting,1269,165
Early_Renaissance,High_Renaissance,0.8104342222213745,52800,46281,Unknown Artist,pietro-perugino,religious_painting,religious_painting,1049,165
Early_Renaissance,High_Renaissance,0.8061144948005676,37938,46281,Unknown Artist,pietro-perugino,religious_painting,religious_painting,5507,165
Early_Renaissance,High_Renaissance,0.8056349754333496,43150,46281,Unknown Artist,pietro-perugino,religious_painting,religious_painting,5123,165
Mannerism_Late_Renaissance,Baroque,0.8206844329833984,46766,26329,Unknown Artist,frans-hals,portrait,portrait,522,166
Mannerism_Late_Renaissance,Baroque,0.8174303770065308,63820,26329,Unknown Artist,frans-hals,portrait,portrait,6631,166
Mannerism_Late_Renaissance,Baroque,0.8069050312042236,25935,26329,tintoretto,frans-hals,religious_painting,portrait,6211,166
Northern_Renaissance,Baroque,0.8054729700088501,46689,26329,Unknown Artist,frans-hals,religious_painting,portrait,2197,166
Northern_Renaissance,Baroque,0.8040829300880432,49830,26329,Unknown Artist,frans-hals,sketch_and_study,portrait,2528,166
Baroque,Rococo,0.8832932710647583,78706,28811,Unknown Artist,Unknown Artist,Unknown Genre,cityscape,4160,167
Baroque,Rococo,0.8681882619857788,78678,28811,Unknown Artist,Unknown Artist,Unknown Genre,cityscape,4438,167
Baroque,Rococo,0.856918454170227,45334,28811,canaletto,Unknown Artist,cityscape,cityscape,5582,167
Baroque,Rococo,0.85508793592453,70424,28811,Unknown Artist,Unknown Artist,Unknown Genre,cityscape,2670,167
Baroque,Rococo,0.8485208749771118,71842,28811,Unknown Artist,Unknown Artist,Unknown Genre,cityscape,365,167
Early_Renaissance,Northern_Renaissance,0.8716579675674438,42094,13294,Unknown Artist,Unknown Artist,sketch_and_study,Unknown Genre,4017,168
High_Renaissance,Northern_Renaissance,0.8040769696235657,56229,13294,titian,Unknown Artist,religious_painting,Unknown Genre,5599,168
Early_Renaissance,Northern_Renaissance,0.7878330945968628,22935,13294,Unknown Artist,Unknown Artist,sketch_and_study,Unknown Genre,3787,168
Early_Renaissance,Northern_Renaissance,0.782450258731842,19995,13294,Unknown Artist,Unknown Artist,sketch_and_study,Unknown Genre,1876,168
High_Renaissance,Northern_Renaissance,0.7810468077659607,62166,13294,leonardo-da-vinci,Unknown Artist,sketch_and_study,Unknown Genre,1176,168
High_Renaissance,Mannerism_Late_Renaissance,0.9000933766365051,21160,46933,Unknown Artist,paolo-veronese,religious_painting,religious_painting,1977,169
High_Renaissance,Mannerism_Late_Renaissance,0.8926231861114502,25069,46933,Unknown Artist,paolo-veronese,religious_painting,religious_painting,2623,169
Northern_Renaissance,Mannerism_Late_Renaissance,0.889575183391571,28527,46933,hieronymus-bosch,paolo-veronese,religious_painting,religious_painting,6779,169
High_Renaissance,Mannerism_Late_Renaissance,0.8891270756721497,52404,46933,titian,paolo-veronese,religious_painting,religious_painting,2811,169
Northern_Renaissance,Mannerism_Late_Renaissance,0.8864421844482422,49358,46933,Unknown Artist,paolo-veronese,religious_painting,religious_painting,421,169
Early_Renaissance,High_Renaissance,0.9059366583824158,30562,62153,leonardo-da-vinci,leonardo-da-vinci,sketch_and_study,sketch_and_study,6983,170
Early_Renaissance,High_Renaissance,0.9003480672836304,21002,62153,leonardo-da-vinci,leonardo-da-vinci,portrait,sketch_and_study,6584,170
Early_Renaissance,High_Renaissance,0.888841450214386,30577,62153,leonardo-da-vinci,leonardo-da-vinci,sketch_and_study,sketch_and_study,1460,170
Northern_Renaissance,High_Renaissance,0.885102391242981,726,62153,albrecht-durer,leonardo-da-vinci,religious_painting,sketch_and_study,6360,170
Early_Renaissance,High_Renaissance,0.8631099462509155,25320,62153,Unknown Artist,leonardo-da-vinci,sketch_and_study,sketch_and_study,6777,170
Early_Renaissance,High_Renaissance,0.8927246332168579,57028,49571,Unknown Artist,titian,religious_painting,religious_painting,2316,171
Early_Renaissance,High_Renaissance,0.8900600671768188,47861,49571,Unknown Artist,titian,religious_painting,religious_painting,4897,171
Early_Renaissance,High_Renaissance,0.8852051496505737,40412,49571,Unknown Artist,titian,religious_painting,religious_painting,1510,171
Early_Renaissance,High_Renaissance,0.8837441802024841,57011,49571,Unknown Artist,titian,religious_painting,religious_painting,4469,171
Early_Renaissance,High_Renaissance,0.8792641162872314,41308,49571,Unknown Artist,titian,religious_painting,religious_painting,3501,171
Northern_Renaissance,Mannerism_Late_Renaissance,0.8803176879882812,81158,73242,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,2076,172
High_Renaissance,Mannerism_Late_Renaissance,0.8719192743301392,79383,73242,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,2240,172
Northern_Renaissance,Mannerism_Late_Renaissance,0.8718382716178894,56380,73242,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,5752,172
High_Renaissance,Mannerism_Late_Renaissance,0.8654505610466003,71487,73242,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,3302,172
High_Renaissance,Mannerism_Late_Renaissance,0.8654497265815735,56179,73242,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,2367,172
High_Renaissance,Mannerism_Late_Renaissance,0.9206861853599548,28669,31431,raphael,Unknown Artist,religious_painting,religious_painting,4028,173
High_Renaissance,Mannerism_Late_Renaissance,0.9201762080192566,38482,31431,Unknown Artist,Unknown Artist,religious_painting,religious_painting,6472,173
High_Renaissance,Mannerism_Late_Renaissance,0.919301450252533,49492,31431,Unknown Artist,Unknown Artist,religious_painting,religious_painting,524,173
High_Renaissance,Mannerism_Late_Renaissance,0.918149471282959,20758,31431,raphael,Unknown Artist,religious_painting,religious_painting,1411,173
High_Renaissance,Mannerism_Late_Renaissance,0.9175320863723755,24954,31431,raphael,Unknown Artist,religious_painting,religious_painting,4383,173
Early_Renaissance,High_Renaissance,0.9362868070602417,43726,33149,Unknown Artist,raphael,religious_painting,religious_painting,2554,174
Early_Renaissance,High_Renaissance,0.9322527050971985,56355,33149,Unknown Artist,raphael,religious_painting,religious_painting,7129,174
Early_Renaissance,High_Renaissance,0.9312002658843994,28215,33149,Unknown Artist,raphael,religious_painting,religious_painting,231,174
Early_Renaissance,High_Renaissance,0.9291861653327942,20082,33149,Unknown Artist,raphael,religious_painting,religious_painting,5655,174
Early_Renaissance,High_Renaissance,0.9284656643867493,37190,33149,Unknown Artist,raphael,religious_painting,religious_painting,4149,174
Early_Renaissance,Northern_Renaissance,0.8421617150306702,34865,7269,Unknown Artist,albrecht-durer,portrait,portrait,6240,177
High_Renaissance,Northern_Renaissance,0.8334912657737732,32099,7269,Unknown Artist,albrecht-durer,portrait,portrait,7090,177
High_Renaissance,Northern_Renaissance,0.8306913375854492,26552,7269,Unknown Artist,albrecht-durer,portrait,portrait,1394,177
Early_Renaissance,Northern_Renaissance,0.8269558548927307,36105,7269,Unknown Artist,albrecht-durer,portrait,portrait,1339,177
High_Renaissance,Northern_Renaissance,0.817349910736084,41796,7269,raphael,albrecht-durer,portrait,portrait,4042,177
Northern_Renaissance,Mannerism_Late_Renaissance,0.924362063407898,44944,24904,Unknown Artist,paolo-veronese,religious_painting,religious_painting,4959,181
High_Renaissance,Mannerism_Late_Renaissance,0.9173697829246521,57155,24904,Unknown Artist,paolo-veronese,religious_painting,religious_painting,7104,181
High_Renaissance,Mannerism_Late_Renaissance,0.9072219133377075,55743,24904,raphael,paolo-veronese,religious_painting,religious_painting,233,181
High_Renaissance,Mannerism_Late_Renaissance,0.9068889021873474,56378,24904,Unknown Artist,paolo-veronese,religious_painting,religious_painting,1590,181
High_Renaissance,Mannerism_Late_Renaissance,0.9056978225708008,20337,24904,titian,paolo-veronese,religious_painting,religious_painting,2957,181
High_Renaissance,Baroque,0.8388851881027222,47189,20407,titian,Unknown Artist,portrait,genre_painting,1142,182
Mannerism_Late_Renaissance,Baroque,0.8303148150444031,48652,20407,Unknown Artist,Unknown Artist,portrait,genre_painting,2809,182
High_Renaissance,Baroque,0.8213053345680237,56503,20407,Unknown Artist,Unknown Artist,religious_painting,genre_painting,2122,182
High_Renaissance,Baroque,0.8211610913276672,79387,20407,Unknown Artist,Unknown Artist,Unknown Genre,genre_painting,1699,182
Mannerism_Late_Renaissance,Baroque,0.8204179406166077,33011,20407,paolo-veronese,Unknown Artist,religious_painting,genre_painting,5092,182
Northern_Renaissance,High_Renaissance,0.8041478395462036,37452,65326,Unknown Artist,titian,religious_painting,portrait,1620,183
Northern_Renaissance,High_Renaissance,0.7951638102531433,9285,65326,albrecht-durer,titian,portrait,portrait,2116,183
Early_Renaissance,High_Renaissance,0.7886196374893188,44953,65326,Unknown Artist,titian,portrait,portrait,3430,183
Early_Renaissance,High_Renaissance,0.7833186388015747,33197,65326,Unknown Artist,titian,religious_painting,portrait,594,183
Northern_Renaissance,High_Renaissance,0.7784429788589478,8517,65326,albrecht-durer,titian,religious_painting,portrait,4779,183
High_Renaissance,Baroque,0.913607120513916,26261,7434,Unknown Artist,rembrandt,sketch_and_study,genre_painting,4973,184
High_Renaissance,Baroque,0.9048503041267395,62231,7434,leonardo-da-vinci,rembrandt,sketch_and_study,genre_painting,3342,184
Early_Renaissance,Baroque,0.8962092995643616,70726,7434,Unknown Artist,rembrandt,Unknown Genre,genre_painting,1697,184
Mannerism_Late_Renaissance,Baroque,0.8942428231239319,32808,7434,Unknown Artist,rembrandt,nude_painting,genre_painting,2187,184
High_Renaissance,Baroque,0.8934789896011353,46509,7434,raphael,rembrandt,sketch_and_study,genre_painting,6000,184
Early_Renaissance,Northern_Renaissance,0.922365665435791,49002,27103,Unknown Artist,Unknown Artist,religious_painting,religious_painting,3033,185
High_Renaissance,Northern_Renaissance,0.918991208076477,56747,27103,pietro-perugino,Unknown Artist,religious_painting,religious_painting,3072,185
High_Renaissance,Northern_Renaissance,0.9184958934783936,41447,27103,Unknown Artist,Unknown Artist,religious_painting,religious_painting,3820,185
High_Renaissance,Northern_Renaissance,0.9155961871147156,56590,27103,Unknown Artist,Unknown Artist,religious_painting,religious_painting,4440,185
Early_Renaissance,Northern_Renaissance,0.9155719876289368,34366,27103,Unknown Artist,Unknown Artist,religious_painting,religious_painting,4345,185
Northern_Renaissance,High_Renaissance,0.860686719417572,8921,62128,albrecht-durer,leonardo-da-vinci,sketch_and_study,sketch_and_study,1748,186
Early_Renaissance,High_Renaissance,0.8456662893295288,30562,62128,leonardo-da-vinci,leonardo-da-vinci,sketch_and_study,sketch_and_study,6983,186
Northern_Renaissance,High_Renaissance,0.8397830128669739,7905,62128,albrecht-durer,leonardo-da-vinci,sketch_and_study,sketch_and_study,4561,186
Northern_Renaissance,High_Renaissance,0.8394814729690552,5456,62128,albrecht-durer,leonardo-da-vinci,sketch_and_study,sketch_and_study,5783,186
Northern_Renaissance,High_Renaissance,0.8387603759765625,18065,62128,albrecht-durer,leonardo-da-vinci,sketch_and_study,sketch_and_study,5235,186
Northern_Renaissance,High_Renaissance,0.9020674824714661,11580,47498,albrecht-durer,raphael,religious_painting,religious_painting,4311,187
Early_Renaissance,High_Renaissance,0.9008327126502991,44469,47498,leonardo-da-vinci,raphael,religious_painting,religious_painting,2210,187
Northern_Renaissance,High_Renaissance,0.8990277051925659,44944,47498,Unknown Artist,raphael,religious_painting,religious_painting,4959,187
Early_Renaissance,High_Renaissance,0.8979818224906921,21752,47498,Unknown Artist,raphael,religious_painting,religious_painting,608,187
Early_Renaissance,High_Renaissance,0.8967883586883545,49002,47498,Unknown Artist,raphael,religious_painting,religious_painting,3033,187
Baroque,Rococo,0.8882940411567688,56746,55810,Unknown Artist,Unknown Artist,religious_painting,religious_painting,6262,188
High_Renaissance,Rococo,0.8614979982376099,36093,55810,titian,Unknown Artist,religious_painting,religious_painting,2213,188
Mannerism_Late_Renaissance,Rococo,0.8551169633865356,46809,55810,el-greco,Unknown Artist,religious_painting,religious_painting,5890,188
Baroque,Rococo,0.8538548946380615,3942,55810,rembrandt,Unknown Artist,religious_painting,religious_painting,2294,188
Mannerism_Late_Renaissance,Rococo,0.8537142276763916,56674,55810,el-greco,Unknown Artist,religious_painting,religious_painting,7040,188
Early_Renaissance,Mannerism_Late_Renaissance,0.8597761988639832,29714,56856,Unknown Artist,tintoretto,religious_painting,religious_painting,4086,189
Northern_Renaissance,Mannerism_Late_Renaissance,0.8553019165992737,9114,56856,albrecht-durer,tintoretto,religious_painting,religious_painting,6625,189
Northern_Renaissance,Mannerism_Late_Renaissance,0.8531560301780701,8682,56856,albrecht-durer,tintoretto,religious_painting,religious_painting,3546,189
High_Renaissance,Mannerism_Late_Renaissance,0.8521477580070496,25222,56856,Unknown Artist,tintoretto,religious_painting,religious_painting,7068,189
Northern_Renaissance,Mannerism_Late_Renaissance,0.8520342707633972,11222,56856,albrecht-durer,tintoretto,religious_painting,religious_painting,1982,189
High_Renaissance,Mannerism_Late_Renaissance,0.8542735576629639,41661,40078,titian,tintoretto,portrait,portrait,2238,191
High_Renaissance,Mannerism_Late_Renaissance,0.8479286432266235,66298,40078,Unknown Artist,tintoretto,portrait,portrait,2349,191
High_Renaissance,Mannerism_Late_Renaissance,0.8465661406517029,26525,40078,titian,tintoretto,portrait,portrait,1888,191
High_Renaissance,Mannerism_Late_Renaissance,0.8456264138221741,51722,40078,titian,tintoretto,portrait,portrait,1992,191
High_Renaissance,Mannerism_Late_Renaissance,0.8382914066314697,33433,40078,titian,tintoretto,portrait,portrait,3240,191
High_Renaissance,Northern_Renaissance,0.7939134240150452,46816,6694,Unknown Artist,Unknown Artist,still_life,Unknown Genre,6537,192
Early_Renaissance,Northern_Renaissance,0.7906678318977356,56066,6694,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,1529,192
Early_Renaissance,Northern_Renaissance,0.7893533706665039,47351,6694,leonardo-da-vinci,Unknown Artist,sketch_and_study,Unknown Genre,223,192
High_Renaissance,Northern_Renaissance,0.7845057249069214,19938,6694,michelangelo,Unknown Artist,sketch_and_study,Unknown Genre,7098,192
Early_Renaissance,Northern_Renaissance,0.7844018340110779,38512,6694,leonardo-da-vinci,Unknown Artist,sketch_and_study,Unknown Genre,5055,192
Early_Renaissance,Northern_Renaissance,0.9099896550178528,56716,56826,Unknown Artist,Unknown Artist,religious_painting,religious_painting,4759,193
Early_Renaissance,Northern_Renaissance,0.9043586254119873,56780,56826,Unknown Artist,Unknown Artist,religious_painting,religious_painting,798,193
High_Renaissance,Northern_Renaissance,0.9043242931365967,25324,56826,Unknown Artist,Unknown Artist,religious_painting,religious_painting,3623,193
Early_Renaissance,Northern_Renaissance,0.8991152048110962,35704,56826,pietro-perugino,Unknown Artist,religious_painting,religious_painting,3670,193
Early_Renaissance,Northern_Renaissance,0.8941633105278015,19174,56826,Unknown Artist,Unknown Artist,religious_painting,religious_painting,1511,193
Early_Renaissance,Baroque,0.8194999694824219,41065,72810,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,1766,194
Northern_Renaissance,Baroque,0.8121720552444458,21368,72810,Unknown Artist,Unknown Artist,landscape,Unknown Genre,2443,194
High_Renaissance,Baroque,0.795792818069458,46517,72810,titian,Unknown Artist,religious_painting,Unknown Genre,7093,194
Northern_Renaissance,Baroque,0.7889652848243713,30167,72810,Unknown Artist,Unknown Artist,genre_painting,Unknown Genre,1727,194
Northern_Renaissance,Baroque,0.7769087553024292,5352,72810,albrecht-durer,Unknown Artist,sketch_and_study,Unknown Genre,3728,194
Early_Renaissance,Northern_Renaissance,0.8709467649459839,36632,56235,Unknown Artist,Unknown Artist,religious_painting,religious_painting,1809,195
Early_Renaissance,Northern_Renaissance,0.8550673723220825,35737,56235,Unknown Artist,Unknown Artist,portrait,religious_painting,1691,195
Early_Renaissance,Northern_Renaissance,0.8475055694580078,56234,56235,Unknown Artist,Unknown Artist,religious_painting,religious_painting,2575,195
Early_Renaissance,Northern_Renaissance,0.8361728191375732,56219,56235,Unknown Artist,Unknown Artist,religious_painting,religious_painting,3847,195
Early_Renaissance,Northern_Renaissance,0.8359892964363098,55666,56235,Unknown Artist,Unknown Artist,religious_painting,religious_painting,1799,195
Early_Renaissance,High_Renaissance,0.8966513276100159,37577,72109,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,10,196
Early_Renaissance,High_Renaissance,0.8919867277145386,68566,72109,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,2524,196
Early_Renaissance,High_Renaissance,0.8893327116966248,56982,72109,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,1591,196
Early_Renaissance,High_Renaissance,0.885323703289032,52327,72109,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,116,196
Early_Renaissance,High_Renaissance,0.885064423084259,33067,72109,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,6356,196
High_Renaissance,Baroque,0.852354884147644,40689,355,leonardo-da-vinci,rembrandt,sketch_and_study,portrait,6964,198
Mannerism_Late_Renaissance,Baroque,0.843025803565979,62523,355,Unknown Artist,rembrandt,sketch_and_study,portrait,1600,198
Northern_Renaissance,Baroque,0.8377252817153931,338,355,Unknown Artist,rembrandt,Unknown Genre,portrait,5763,198
Northern_Renaissance,Baroque,0.8261304497718811,4581,355,albrecht-durer,rembrandt,sketch_and_study,portrait,4851,198
High_Renaissance,Baroque,0.8244594931602478,56229,355,titian,rembrandt,religious_painting,portrait,5599,198
High_Renaissance,Northern_Renaissance,0.8397875428199768,48080,5166,Unknown Artist,albrecht-durer,religious_painting,sketch_and_study,610,200
High_Renaissance,Northern_Renaissance,0.8357023596763611,29376,5166,michelangelo,albrecht-durer,sketch_and_study,sketch_and_study,5054,200
Early_Renaissance,Northern_Renaissance,0.8347944617271423,52843,5166,Unknown Artist,albrecht-durer,sketch_and_study,sketch_and_study,3321,200
High_Renaissance,Northern_Renaissance,0.8336502909660339,49042,5166,michelangelo,albrecht-durer,sketch_and_study,sketch_and_study,825,200
Early_Renaissance,Northern_Renaissance,0.8283935785293579,25320,5166,Unknown Artist,albrecht-durer,sketch_and_study,sketch_and_study,6777,200
Baroque,Rococo,0.8861187696456909,31050,24353,anthony-van-dyck,Unknown Artist,portrait,portrait,5799,201
Baroque,Rococo,0.8446560502052307,28250,24353,Unknown Artist,Unknown Artist,portrait,portrait,6155,201
Mannerism_Late_Renaissance,Rococo,0.8435775637626648,63378,24353,Unknown Artist,Unknown Artist,portrait,portrait,1719,201
Baroque,Rococo,0.8309764266014099,36097,24353,Unknown Artist,Unknown Artist,portrait,portrait,4590,201
