source_style,target_style,similarity,source_idx,target_idx,source_artist,target_artist
Early_Renaissance,High_Renaissance,0.8511252403259277,19614,23117,pietro-perugino,titian
Northern_Renaissance,High_Renaissance,0.8443601131439209,6696,23117,albrecht-durer,titian
Early_Renaissance,High_Renaissance,0.8261839747428894,30364,23117,pietro-perugino,titian
Early_Renaissance,Northern_Renaissance,0.8351214528083801,56496,51797,Unknown Artist,lucas-cranach-the-elder
High_Renaissance,Northern_Renaissance,0.8340447545051575,21791,51797,Unknown Artist,lucas-cranach-the-elder
High_Renaissance,Northern_Renaissance,0.8276539444923401,42200,51797,Unknown Artist,lucas-cranach-the-elder
High_Renaissance,Northern_Renaissance,0.8232717514038086,22670,51797,pietro-perugino,lucas-cranach-the-elder
High_Renaissance,Northern_Renaissance,0.8193730711936951,40186,51797,Unknown Artist,lucas-cranach-the-elder
Mannerism_Late_Renaissance,Baroque,0.8888928294181824,39498,56055,Unknown Artist,Unknown Artist
Mannerism_Late_Renaissance,Baroque,0.884017825126648,29804,56055,tintoretto,Unknown Artist
Mannerism_Late_Renaissance,Baroque,0.8824791312217712,56146,56055,titian,Unknown Artist
Mannerism_Late_Renaissance,Baroque,0.8810940384864807,48958,56055,tintoretto,Unknown Artist
Early_Renaissance,Baroque,0.8793249130249023,43494,56055,Unknown Artist,Unknown Artist
Early_Renaissance,Mannerism_Late_Renaissance,0.902376651763916,57024,52344,pietro-perugino,Unknown Artist
Early_Renaissance,Mannerism_Late_Renaissance,0.902376651763916,51425,52344,pietro-perugino,Unknown Artist
Early_Renaissance,Mannerism_Late_Renaissance,0.9020307660102844,56801,52344,Unknown Artist,Unknown Artist
Early_Renaissance,Mannerism_Late_Renaissance,0.8964906930923462,37021,52344,fra-angelico,Unknown Artist
High_Renaissance,Mannerism_Late_Renaissance,0.8956422209739685,25702,52344,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.8348255157470703,57022,19628,Unknown Artist,michelangelo
Early_Renaissance,High_Renaissance,0.8314054012298584,56992,19628,Unknown Artist,michelangelo
Early_Renaissance,High_Renaissance,0.8298439383506775,46641,19628,Unknown Artist,michelangelo
Early_Renaissance,High_Renaissance,0.8224461674690247,56630,19628,Unknown Artist,michelangelo
Early_Renaissance,High_Renaissance,0.8187667727470398,23386,19628,fra-angelico,michelangelo
Early_Renaissance,High_Renaissance,0.9437524676322937,53035,55991,pietro-perugino,pietro-perugino
Northern_Renaissance,High_Renaissance,0.9228736758232117,21701,55991,Unknown Artist,pietro-perugino
Northern_Renaissance,High_Renaissance,0.9209177494049072,35284,55991,Unknown Artist,pietro-perugino
Early_Renaissance,High_Renaissance,0.9193127155303955,38612,55991,fra-angelico,pietro-perugino
Early_Renaissance,High_Renaissance,0.9177920818328857,50663,55991,fra-angelico,pietro-perugino
Early_Renaissance,High_Renaissance,0.8717119693756104,56982,33628,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.8697256445884705,51789,33628,fra-angelico,Unknown Artist
Early_Renaissance,High_Renaissance,0.8655995726585388,56944,33628,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.8640550971031189,55605,33628,pietro-perugino,Unknown Artist
Early_Renaissance,High_Renaissance,0.8605661988258362,46960,33628,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8718441128730774,55920,32034,pietro-perugino,Unknown Artist
High_Renaissance,Northern_Renaissance,0.862935483455658,56480,32034,Unknown Artist,Unknown Artist
High_Renaissance,Northern_Renaissance,0.860285758972168,46466,32034,Unknown Artist,Unknown Artist
High_Renaissance,Northern_Renaissance,0.8553353548049927,31887,32034,Unknown Artist,Unknown Artist
High_Renaissance,Northern_Renaissance,0.8545742034912109,38441,32034,pietro-perugino,Unknown Artist
Northern_Renaissance,Mannerism_Late_Renaissance,0.9009520411491394,44164,45203,hieronymus-bosch,paolo-veronese
High_Renaissance,Mannerism_Late_Renaissance,0.8922482132911682,55705,45203,Unknown Artist,paolo-veronese
Early_Renaissance,Mannerism_Late_Renaissance,0.8743616938591003,46903,45203,Unknown Artist,paolo-veronese
Northern_Renaissance,Mannerism_Late_Renaissance,0.8743452429771423,18163,45203,albrecht-durer,paolo-veronese
High_Renaissance,Mannerism_Late_Renaissance,0.8723129630088806,31767,45203,raphael,paolo-veronese
High_Renaissance,Northern_Renaissance,0.9284946322441101,31432,30968,pietro-perugino,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.9272443056106567,28215,30968,Unknown Artist,Unknown Artist
High_Renaissance,Northern_Renaissance,0.9226248264312744,56320,30968,raphael,Unknown Artist
High_Renaissance,Northern_Renaissance,0.9222243428230286,49178,30968,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.9220397472381592,34366,30968,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8737295866012573,50194,42314,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8680124282836914,56665,42314,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8544020652770996,19174,42314,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8532615303993225,48545,42314,Unknown Artist,Unknown Artist
High_Renaissance,Northern_Renaissance,0.8482384085655212,25324,42314,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.9178819060325623,28008,34462,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.9154829382896423,50094,34462,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.9057289361953735,23050,34462,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.9056016206741333,43726,34462,Unknown Artist,Unknown Artist
Northern_Renaissance,High_Renaissance,0.9050531387329102,21151,34462,Unknown Artist,Unknown Artist
Mannerism_Late_Renaissance,Rococo,0.8734065294265747,46312,30459,Unknown Artist,Unknown Artist
Baroque,Rococo,0.8617071509361267,1299,30459,rembrandt,Unknown Artist
Baroque,Rococo,0.8614773154258728,17680,30459,rembrandt,Unknown Artist
Baroque,Rococo,0.8594167232513428,19721,30459,peter-paul-rubens,Unknown Artist
Baroque,Rococo,0.8585268259048462,56532,30459,peter-paul-rubens,Unknown Artist
Mannerism_Late_Renaissance,Baroque,0.9060695171356201,25145,21610,Unknown Artist,bartolome-esteban-murillo
High_Renaissance,Baroque,0.8980530500411987,56127,21610,raphael,bartolome-esteban-murillo
Mannerism_Late_Renaissance,Baroque,0.8870193958282471,42497,21610,titian,bartolome-esteban-murillo
Mannerism_Late_Renaissance,Baroque,0.8862946629524231,56116,21610,Unknown Artist,bartolome-esteban-murillo
Northern_Renaissance,Baroque,0.885781466960907,34061,21610,Unknown Artist,bartolome-esteban-murillo
Early_Renaissance,High_Renaissance,0.920783281326294,56753,25430,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.9191583395004272,28215,25430,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.9187197089195251,49002,25430,Unknown Artist,Unknown Artist
Northern_Renaissance,High_Renaissance,0.9171520471572876,49789,25430,hans-memling,Unknown Artist
Early_Renaissance,High_Renaissance,0.9145504832267761,36314,25430,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8501297831535339,38461,44399,Unknown Artist,hieronymus-bosch
Early_Renaissance,Northern_Renaissance,0.8446665406227112,38247,44399,Unknown Artist,hieronymus-bosch
Early_Renaissance,Northern_Renaissance,0.8379842042922974,30020,44399,Unknown Artist,hieronymus-bosch
Early_Renaissance,Northern_Renaissance,0.8254494071006775,56681,44399,Unknown Artist,hieronymus-bosch
Early_Renaissance,Northern_Renaissance,0.8167341351509094,57073,44399,Unknown Artist,hieronymus-bosch
High_Renaissance,Mannerism_Late_Renaissance,0.8931097388267517,56503,25719,Unknown Artist,paolo-veronese
High_Renaissance,Mannerism_Late_Renaissance,0.8918578028678894,45618,25719,Unknown Artist,paolo-veronese
High_Renaissance,Mannerism_Late_Renaissance,0.8855431079864502,38441,25719,pietro-perugino,paolo-veronese
High_Renaissance,Mannerism_Late_Renaissance,0.885463535785675,56818,25719,Unknown Artist,paolo-veronese
High_Renaissance,Mannerism_Late_Renaissance,0.8851021528244019,30747,25719,Unknown Artist,paolo-veronese
High_Renaissance,Mannerism_Late_Renaissance,0.8761011362075806,32165,32281,michelangelo,Unknown Artist
Northern_Renaissance,Mannerism_Late_Renaissance,0.857134222984314,44891,32281,hans-memling,Unknown Artist
Early_Renaissance,Mannerism_Late_Renaissance,0.8567098379135132,39758,32281,Unknown Artist,Unknown Artist
High_Renaissance,Mannerism_Late_Renaissance,0.8561908602714539,55679,32281,michelangelo,Unknown Artist
High_Renaissance,Mannerism_Late_Renaissance,0.8555460572242737,40419,32281,michelangelo,Unknown Artist
Early_Renaissance,Mannerism_Late_Renaissance,0.8698491454124451,57048,27315,Unknown Artist,tintoretto
Early_Renaissance,Mannerism_Late_Renaissance,0.8665900230407715,56820,27315,Unknown Artist,tintoretto
Northern_Renaissance,Mannerism_Late_Renaissance,0.8602085113525391,3907,27315,albrecht-durer,tintoretto
Early_Renaissance,Mannerism_Late_Renaissance,0.8584461808204651,55998,27315,Unknown Artist,tintoretto
High_Renaissance,Mannerism_Late_Renaissance,0.8546504378318787,56771,27315,michelangelo,tintoretto
Early_Renaissance,Northern_Renaissance,0.8931954503059387,25499,56873,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8886345028877258,23112,56873,pietro-perugino,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.883828341960907,31617,56873,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8811968564987183,32315,56873,fra-angelico,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.881057620048523,30272,56873,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.8374336361885071,56646,44083,Unknown Artist,raphael
Early_Renaissance,High_Renaissance,0.8352147936820984,56382,44083,Unknown Artist,raphael
Early_Renaissance,High_Renaissance,0.8351811766624451,41239,44083,Unknown Artist,raphael
Early_Renaissance,High_Renaissance,0.8333040475845337,38887,44083,Unknown Artist,raphael
Early_Renaissance,High_Renaissance,0.8331023454666138,22126,44083,Unknown Artist,raphael
Early_Renaissance,Baroque,0.8350647687911987,31834,17691,Unknown Artist,rembrandt
Mannerism_Late_Renaissance,Baroque,0.8241362571716309,56996,17691,tintoretto,rembrandt
Mannerism_Late_Renaissance,Baroque,0.8217918872833252,37309,17691,Unknown Artist,rembrandt
Mannerism_Late_Renaissance,Baroque,0.8208498358726501,40121,17691,tintoretto,rembrandt
Mannerism_Late_Renaissance,Baroque,0.8174549341201782,20220,17691,tintoretto,rembrandt
Early_Renaissance,High_Renaissance,0.8896895051002502,40107,21397,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.8887074589729309,30954,21397,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.8868221044540405,55800,21397,Unknown Artist,Unknown Artist
Northern_Renaissance,High_Renaissance,0.8851299285888672,56024,21397,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.8828268647193909,25963,21397,Unknown Artist,Unknown Artist
Northern_Renaissance,Baroque,0.890802264213562,56031,23506,hans-holbein-the-younger,Unknown Artist
Early_Renaissance,Baroque,0.8887826204299927,53102,23506,Unknown Artist,Unknown Artist
High_Renaissance,Baroque,0.8794956803321838,55982,23506,Unknown Artist,Unknown Artist
Mannerism_Late_Renaissance,Baroque,0.8732385635375977,34760,23506,paolo-veronese,Unknown Artist
High_Renaissance,Baroque,0.8708891868591309,56918,23506,raphael,Unknown Artist
Mannerism_Late_Renaissance,Baroque,0.8755397796630859,40121,19310,tintoretto,peter-paul-rubens
High_Renaissance,Baroque,0.873688280582428,45025,19310,Unknown Artist,peter-paul-rubens
High_Renaissance,Baroque,0.8616399765014648,22541,19310,raphael,peter-paul-rubens
Mannerism_Late_Renaissance,Baroque,0.861268162727356,56300,19310,tintoretto,peter-paul-rubens
High_Renaissance,Baroque,0.8575167059898376,34542,19310,raphael,peter-paul-rubens
High_Renaissance,Mannerism_Late_Renaissance,0.8778597116470337,27547,56311,Unknown Artist,tintoretto
Early_Renaissance,Mannerism_Late_Renaissance,0.8692748546600342,38247,56311,Unknown Artist,tintoretto
High_Renaissance,Mannerism_Late_Renaissance,0.8644070625305176,22541,56311,raphael,tintoretto
High_Renaissance,Mannerism_Late_Renaissance,0.8549104332923889,56060,56311,Unknown Artist,tintoretto
Early_Renaissance,Mannerism_Late_Renaissance,0.8539793491363525,32172,56311,Unknown Artist,tintoretto
Early_Renaissance,High_Renaissance,0.9012547135353088,38339,44442,Unknown Artist,pietro-perugino
Early_Renaissance,High_Renaissance,0.81505286693573,38087,44442,Unknown Artist,pietro-perugino
Early_Renaissance,High_Renaissance,0.8120158910751343,25758,44442,Unknown Artist,pietro-perugino
Early_Renaissance,High_Renaissance,0.8109130263328552,29901,44442,Unknown Artist,pietro-perugino
Northern_Renaissance,High_Renaissance,0.8006717562675476,50708,44442,hans-memling,pietro-perugino
Mannerism_Late_Renaissance,Rococo,0.8521327376365662,20640,49970,el-greco,Unknown Artist
Northern_Renaissance,Rococo,0.8476223945617676,34061,49970,Unknown Artist,Unknown Artist
Mannerism_Late_Renaissance,Rococo,0.8446570038795471,56520,49970,el-greco,Unknown Artist
Mannerism_Late_Renaissance,Rococo,0.84123694896698,55611,49970,tintoretto,Unknown Artist
Mannerism_Late_Renaissance,Rococo,0.8352405428886414,46809,49970,el-greco,Unknown Artist
High_Renaissance,Rococo,0.8906551599502563,34153,57001,raphael,Unknown Artist
Mannerism_Late_Renaissance,Rococo,0.8868510723114014,30599,57001,tintoretto,Unknown Artist
Mannerism_Late_Renaissance,Rococo,0.8839607834815979,52226,57001,paolo-veronese,Unknown Artist
Mannerism_Late_Renaissance,Rococo,0.8819863200187683,50840,57001,tintoretto,Unknown Artist
High_Renaissance,Rococo,0.869231641292572,37872,57001,raphael,Unknown Artist
Early_Renaissance,High_Renaissance,0.8651319742202759,46641,45462,Unknown Artist,michelangelo
Early_Renaissance,High_Renaissance,0.8636456727981567,23386,45462,fra-angelico,michelangelo
Early_Renaissance,High_Renaissance,0.8625911474227905,56630,45462,Unknown Artist,michelangelo
Early_Renaissance,High_Renaissance,0.8599535226821899,57022,45462,Unknown Artist,michelangelo
Early_Renaissance,High_Renaissance,0.8558459281921387,56992,45462,Unknown Artist,michelangelo
High_Renaissance,Mannerism_Late_Renaissance,0.9020975828170776,22248,25897,raphael,Unknown Artist
Northern_Renaissance,Mannerism_Late_Renaissance,0.8994717597961426,44218,25897,Unknown Artist,Unknown Artist
Early_Renaissance,Mannerism_Late_Renaissance,0.8917584419250488,56967,25897,Unknown Artist,Unknown Artist
Northern_Renaissance,Mannerism_Late_Renaissance,0.8899649381637573,32870,25897,Unknown Artist,Unknown Artist
Early_Renaissance,Mannerism_Late_Renaissance,0.8892344832420349,55624,25897,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.9200178384780884,55779,19597,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.8748190402984619,56407,19597,Unknown Artist,Unknown Artist
Northern_Renaissance,High_Renaissance,0.8657336831092834,2175,19597,albrecht-durer,Unknown Artist
Early_Renaissance,High_Renaissance,0.8648580312728882,22676,19597,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.8621337413787842,55624,19597,Unknown Artist,Unknown Artist
Northern_Renaissance,High_Renaissance,0.8571845889091492,28659,26976,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.8571586012840271,56834,26976,Unknown Artist,Unknown Artist
High_Renaissance,Northern_Renaissance,0.8894283175468445,34473,31194,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8768818974494934,32315,31194,fra-angelico,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8745095133781433,47922,31194,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8707261085510254,20835,31194,fra-angelico,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.870383083820343,50544,31194,fra-angelico,Unknown Artist
Early_Renaissance,Mannerism_Late_Renaissance,0.785465657711029,24275,32090,Unknown Artist,el-greco
Early_Renaissance,Mannerism_Late_Renaissance,0.7798340916633606,31889,32090,Unknown Artist,el-greco
Early_Renaissance,Mannerism_Late_Renaissance,0.7739431858062744,23112,32090,pietro-perugino,el-greco
High_Renaissance,Northern_Renaissance,0.9432592391967773,36425,4321,raphael,albrecht-durer
High_Renaissance,Northern_Renaissance,0.9395664930343628,38257,4321,Unknown Artist,albrecht-durer
High_Renaissance,Northern_Renaissance,0.9383445382118225,23612,4321,leonardo-da-vinci,albrecht-durer
Early_Renaissance,Northern_Renaissance,0.9353347420692444,50094,4321,Unknown Artist,albrecht-durer
High_Renaissance,Northern_Renaissance,0.9329388737678528,20758,4321,raphael,albrecht-durer
Northern_Renaissance,Mannerism_Late_Renaissance,0.7886991500854492,8517,56112,albrecht-durer,paolo-veronese
High_Renaissance,Mannerism_Late_Renaissance,0.7717152833938599,56128,56112,pietro-perugino,paolo-veronese
Early_Renaissance,Mannerism_Late_Renaissance,0.7615880966186523,33197,56112,Unknown Artist,paolo-veronese
High_Renaissance,Mannerism_Late_Renaissance,0.7611667513847351,55731,56112,titian,paolo-veronese
High_Renaissance,Mannerism_Late_Renaissance,0.7607749104499817,36093,56112,titian,paolo-veronese
Early_Renaissance,High_Renaissance,0.8663362860679626,55745,37486,Unknown Artist,titian
Early_Renaissance,High_Renaissance,0.8613367080688477,44769,37486,Unknown Artist,titian
Early_Renaissance,High_Renaissance,0.857401967048645,29718,37486,Unknown Artist,titian
Early_Renaissance,High_Renaissance,0.8551308512687683,31197,37486,Unknown Artist,titian
Early_Renaissance,High_Renaissance,0.8549288511276245,26308,37486,Unknown Artist,titian
Early_Renaissance,Mannerism_Late_Renaissance,0.9044520258903503,50882,41953,Unknown Artist,el-greco
Northern_Renaissance,Mannerism_Late_Renaissance,0.9020245671272278,55811,41953,Unknown Artist,el-greco
Early_Renaissance,Mannerism_Late_Renaissance,0.8973017930984497,19103,41953,fra-angelico,el-greco
Northern_Renaissance,Mannerism_Late_Renaissance,0.8908325433731079,3709,41953,albrecht-durer,el-greco
High_Renaissance,Mannerism_Late_Renaissance,0.8896559476852417,37410,41953,michelangelo,el-greco
Early_Renaissance,High_Renaissance,0.9187340140342712,26915,56131,pietro-perugino,pietro-perugino
Early_Renaissance,High_Renaissance,0.9105172157287598,57024,56131,pietro-perugino,pietro-perugino
Early_Renaissance,High_Renaissance,0.9105172157287598,51425,56131,pietro-perugino,pietro-perugino
Early_Renaissance,High_Renaissance,0.9091470837593079,55838,56131,Unknown Artist,pietro-perugino
Early_Renaissance,High_Renaissance,0.9084320664405823,49461,56131,Unknown Artist,pietro-perugino
Early_Renaissance,Northern_Renaissance,0.9080939888954163,30666,51970,Unknown Artist,Unknown Artist
High_Renaissance,Northern_Renaissance,0.8872174620628357,38210,51970,Unknown Artist,Unknown Artist
High_Renaissance,Northern_Renaissance,0.8823268413543701,56390,51970,Unknown Artist,Unknown Artist
High_Renaissance,Northern_Renaissance,0.8818673491477966,49140,51970,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8812854886054993,20738,51970,Unknown Artist,Unknown Artist
High_Renaissance,Baroque,0.8779910206794739,38990,23457,titian,Unknown Artist
High_Renaissance,Baroque,0.8737797737121582,50571,23457,titian,Unknown Artist
Mannerism_Late_Renaissance,Baroque,0.8677321672439575,28769,23457,tintoretto,Unknown Artist
Mannerism_Late_Renaissance,Baroque,0.8670402765274048,48915,23457,Unknown Artist,Unknown Artist
Mannerism_Late_Renaissance,Baroque,0.8619297742843628,57044,23457,tintoretto,Unknown Artist
Early_Renaissance,High_Renaissance,0.8393117785453796,36979,56361,Unknown Artist,Unknown Artist
Northern_Renaissance,High_Renaissance,0.830905556678772,56826,56361,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.8296959400177002,55860,56361,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.8263489007949829,55654,56361,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.8234403729438782,39258,56361,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8799795508384705,37073,33243,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8792961239814758,57109,33243,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8761178255081177,42921,33243,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8665469288825989,56302,33243,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8632723093032837,24725,33243,Unknown Artist,Unknown Artist
Early_Renaissance,Baroque,0.8739352822303772,56382,57095,Unknown Artist,Unknown Artist
Early_Renaissance,Baroque,0.8739128708839417,56421,57095,Unknown Artist,Unknown Artist
Early_Renaissance,Baroque,0.8707225322723389,42894,57095,pietro-perugino,Unknown Artist
Early_Renaissance,Baroque,0.8661108016967773,56665,57095,Unknown Artist,Unknown Artist
Early_Renaissance,Baroque,0.8610875606536865,56230,57095,Unknown Artist,Unknown Artist
Northern_Renaissance,High_Renaissance,0.9099543690681458,31571,20088,Unknown Artist,pietro-perugino
Early_Renaissance,High_Renaissance,0.9009345173835754,51425,20088,pietro-perugino,pietro-perugino
Early_Renaissance,High_Renaissance,0.9009345173835754,57024,20088,pietro-perugino,pietro-perugino
Early_Renaissance,High_Renaissance,0.8997292518615723,29403,20088,Unknown Artist,pietro-perugino
Northern_Renaissance,High_Renaissance,0.8979546427726746,56392,20088,hieronymus-bosch,pietro-perugino
Northern_Renaissance,Baroque,0.8610520362854004,24407,33541,Unknown Artist,peter-paul-rubens
Mannerism_Late_Renaissance,Baroque,0.840184211730957,56803,33541,titian,peter-paul-rubens
Early_Renaissance,Baroque,0.8359399437904358,56123,33541,pietro-perugino,peter-paul-rubens
Mannerism_Late_Renaissance,Baroque,0.8299522995948792,27610,33541,Unknown Artist,peter-paul-rubens
Early_Renaissance,Baroque,0.8253620862960815,55757,33541,Unknown Artist,peter-paul-rubens
High_Renaissance,Mannerism_Late_Renaissance,0.8844098448753357,43505,52366,Unknown Artist,Unknown Artist
Early_Renaissance,Mannerism_Late_Renaissance,0.8821951150894165,29386,52366,Unknown Artist,Unknown Artist
Early_Renaissance,Mannerism_Late_Renaissance,0.8771307468414307,26574,52366,Unknown Artist,Unknown Artist
Early_Renaissance,Mannerism_Late_Renaissance,0.8730782270431519,56592,52366,Unknown Artist,Unknown Artist
High_Renaissance,Mannerism_Late_Renaissance,0.8698403239250183,34573,52366,michelangelo,Unknown Artist
Northern_Renaissance,Mannerism_Late_Renaissance,0.8096318244934082,56472,40276,Unknown Artist,el-greco
Early_Renaissance,Mannerism_Late_Renaissance,0.8021191954612732,55998,40276,Unknown Artist,el-greco
Early_Renaissance,Mannerism_Late_Renaissance,0.7920166850090027,57048,40276,Unknown Artist,el-greco
Early_Renaissance,Mannerism_Late_Renaissance,0.7754409313201904,55666,40276,Unknown Artist,el-greco
Early_Renaissance,Mannerism_Late_Renaissance,0.7745999097824097,39460,40276,Unknown Artist,el-greco
High_Renaissance,Northern_Renaissance,0.8457622528076172,56118,5035,Unknown Artist,albrecht-durer
High_Renaissance,Northern_Renaissance,0.8014179468154907,48622,5035,Unknown Artist,albrecht-durer
High_Renaissance,Northern_Renaissance,0.8013970255851746,48080,5035,Unknown Artist,albrecht-durer
Early_Renaissance,Northern_Renaissance,0.8004612326622009,56066,5035,Unknown Artist,albrecht-durer
Early_Renaissance,Northern_Renaissance,0.7927873134613037,35038,5035,Unknown Artist,albrecht-durer
Early_Renaissance,High_Renaissance,0.8994343876838684,56604,26827,leonardo-da-vinci,titian
Northern_Renaissance,High_Renaissance,0.8926091194152832,11580,26827,albrecht-durer,titian
Early_Renaissance,High_Renaissance,0.8916842937469482,49195,26827,pietro-perugino,titian
Early_Renaissance,High_Renaissance,0.890898585319519,46523,26827,Unknown Artist,titian
Northern_Renaissance,High_Renaissance,0.8899069428443909,4321,26827,albrecht-durer,titian
High_Renaissance,Northern_Renaissance,0.9277493357658386,52548,57136,Unknown Artist,Unknown Artist
High_Renaissance,Northern_Renaissance,0.9213029146194458,56413,57136,Unknown Artist,Unknown Artist
High_Renaissance,Northern_Renaissance,0.9158037900924683,56387,57136,Unknown Artist,Unknown Artist
High_Renaissance,Northern_Renaissance,0.9120477437973022,21903,57136,raphael,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.9111939072608948,56604,57136,leonardo-da-vinci,Unknown Artist
Early_Renaissance,High_Renaissance,0.8925932049751282,55869,28999,Unknown Artist,pietro-perugino
Early_Renaissance,High_Renaissance,0.8877744674682617,55655,28999,Unknown Artist,pietro-perugino
Early_Renaissance,High_Renaissance,0.8849989175796509,48338,28999,Unknown Artist,pietro-perugino
Northern_Renaissance,High_Renaissance,0.8841034173965454,11580,28999,albrecht-durer,pietro-perugino
Early_Renaissance,High_Renaissance,0.8839018940925598,55624,28999,Unknown Artist,pietro-perugino
Northern_Renaissance,High_Renaissance,0.83262699842453,55919,38241,Unknown Artist,Unknown Artist
Northern_Renaissance,High_Renaissance,0.818006694316864,36938,38241,hans-holbein-the-younger,Unknown Artist
Early_Renaissance,High_Renaissance,0.8125571608543396,56209,38241,Unknown Artist,Unknown Artist
Northern_Renaissance,High_Renaissance,0.8096027970314026,56213,38241,Unknown Artist,Unknown Artist
Northern_Renaissance,High_Renaissance,0.8092929720878601,51797,38241,lucas-cranach-the-elder,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8938713669776917,28215,56162,Unknown Artist,hans-memling
Early_Renaissance,Northern_Renaissance,0.8890964984893799,56355,56162,Unknown Artist,hans-memling
High_Renaissance,Northern_Renaissance,0.8885737657546997,41447,56162,Unknown Artist,hans-memling
High_Renaissance,Northern_Renaissance,0.8861965537071228,56413,56162,Unknown Artist,hans-memling
High_Renaissance,Northern_Renaissance,0.8851293921470642,56323,56162,Unknown Artist,hans-memling
Early_Renaissance,Mannerism_Late_Renaissance,0.8732954263687134,56046,35923,Unknown Artist,Unknown Artist
High_Renaissance,Mannerism_Late_Renaissance,0.8723737597465515,25862,35923,Unknown Artist,Unknown Artist
High_Renaissance,Mannerism_Late_Renaissance,0.8587730526924133,45900,35923,Unknown Artist,Unknown Artist
High_Renaissance,Mannerism_Late_Renaissance,0.8576269745826721,24288,35923,pietro-perugino,Unknown Artist
High_Renaissance,Mannerism_Late_Renaissance,0.8570526838302612,56859,35923,Unknown Artist,Unknown Artist
Early_Renaissance,High_Renaissance,0.7244404554367065,57022,48727,Unknown Artist,michelangelo
Early_Renaissance,High_Renaissance,0.7242794632911682,56992,48727,Unknown Artist,michelangelo
Early_Renaissance,High_Renaissance,0.7208830118179321,48154,48727,fra-angelico,michelangelo
Early_Renaissance,High_Renaissance,0.7168399691581726,25782,48727,Unknown Artist,michelangelo
Early_Renaissance,High_Renaissance,0.7132427096366882,29386,48727,Unknown Artist,michelangelo
Mannerism_Late_Renaissance,Rococo,0.8860026597976685,56745,45259,Unknown Artist,Unknown Artist
High_Renaissance,Rococo,0.8695196509361267,40664,45259,Unknown Artist,Unknown Artist
Mannerism_Late_Renaissance,Rococo,0.8675594329833984,26297,45259,Unknown Artist,Unknown Artist
Mannerism_Late_Renaissance,Rococo,0.8607172966003418,56558,45259,Unknown Artist,Unknown Artist
High_Renaissance,Rococo,0.859385073184967,55783,45259,Unknown Artist,Unknown Artist
Early_Renaissance,Northern_Renaissance,0.8555679321289062,38461,38019,Unknown Artist,hieronymus-bosch
High_Renaissance,Northern_Renaissance,0.8197725415229797,32795,38019,Unknown Artist,hieronymus-bosch
